time;dz;Bias;T-B;Topo
357990.4;649706500;-66.5;-179907600;337600300
358579.2;648140900;-66.5;-179893300;336034700
359168;646575400;-66.5;-179988100;334469200
359756.8;645009800;-66.5;-179985900;332903600
360345.6;643444300;-66.5;-179958500;331338000
360934.4;641878700;-66.5;-179977000;329772500
361523.2;640313100;-66.5;-179910900;328206900
362112;638747600;-66.5;-179928800;326641400
362700.8;637182000;-66.5;-179870600;325075800
363289.6;635616500;-66.5;-179851500;323510300
363878.4;634050900;-66.5;-179896400;321944700
364467.2;632485400;-66.5;-179869900;320379200
365056;630919800;-66.5;-179834000;318813600
365644.8;629354200;-66.5;-179848100;317248000
366233.6;627788700;-66.5;-179864000;315682500
366822.4;626223100;-66.5;-179881600;314116900
367411.2;624657600;-66.5;-179878300;312551300
368000;623092000;-66.5;-179936300;310985800
368588.8;621526500;-66.5;-179961700;309420300
369177.6;619960900;-66.5;-179953600;307854700
369766.4;618395300;-66.5;-179968400;306289100
370355.2;616829800;-66.5;-179954200;304723600
370944;615264200;-66.5;-179879700;303158000
371532.8;613698700;-66.5;-179928400;301592500
372121.6;612133100;-66.5;-179877200;300026900
372710.4;610567500;-66.5;-179873100;298461300
373299.2;609002000;-66.5;-179890600;296895800
373888;607436400;-66.5;-179953300;295330200
374476.8;605870900;-66.5;-179968000;293764700
375065.6;604305300;-66.5;-179972800;292199100
375654.4;602739800;-66.5;-179934900;290633600
376243.2;601174200;-66.5;-179997800;289068000
376832;599608600;-66.5;-180051400;287502400
377420.8;598043100;-66.5;-180072000;285936900
378009.6;596477500;-66.5;-179977500;284371300
378598.4;594912000;-66.5;-180054100;282805800
379187.2;593346400;-66.5;-180043500;281240200
379776;591780800;-66.5;-180020500;279674600
380364.8;590215300;-66.5;-179974400;278109100
380953.6;588649700;-66.5;-179893300;276543500
381542.4;587084200;-66.5;-179963000;274978000
382131.2;585518600;-66.5;-179983000;273412400
382720;583953100;-66.5;-180076200;271846900
383308.8;582387500;-66.5;-180022400;270281300
383897.6;580821900;-66.5;-180021200;268715700
384486.4;579256400;-66.5;-180050600;267150200
385075.2;577690900;-66.5;-180054200;265584600
385664;576125300;-66.5;-180061100;264019100
386252.8;574559700;-66.5;-180061500;262453500
386841.6;572994200;-66.5;-180164700;260888000
387430.4;571428600;-66.5;-180105900;259322400
388019.2;569863000;-66.5;-180054300;257756800
388608;568297500;-66.5;-180107900;256191300
389196.8;566731900;-66.5;-180104700;254625700
389785.6;565166400;-66.5;-180143500;253060200
390374.4;563600800;-66.5;-180166900;251494600
390963.2;562035200;-66.5;-180156000;249929000
391552;560469700;-66.5;-180167800;248363500
392140.8;558904200;-66.5;-180269000;246797900
392729.6;557338600;-66.5;-180219100;245232400
393318.4;555773000;-66.5;-180314900;243666800
393907.2;554207500;-66.5;-180283200;242101300
394496;552641900;-66.5;-180341100;240535700
395084.8;551076400;-66.5;-180388800;238970100
395673.6;549510800;-66.5;-180394500;237404600
396262.4;547945200;-66.5;-180385300;235839000
396851.2;546379700;-66.5;-180349100;234273500
397440;544814100;-66.5;-180382400;232707900
398028.8;543248500;-66.5;-180287400;231142300
398617.6;541683000;-66.5;-180253800;229576800
399206.4;540117500;-66.5;-180358000;228011200
399795.2;538551900;-66.5;-180407000;226445700
400384;536986300;-66.5;-180406800;224880100
400972.8;535420800;-66.5;-180437000;223314600
401561.6;533855200;-66.5;-180397100;221749000
402150.4;532289700;-66.5;-180395800;220183400
402739.2;530724100;-66.5;-180453200;218617900
403328;529158600;-66.5;-180456800;217052300
403916.8;527593000;-66.5;-180434700;215486800
404505.6;526027400;-66.5;-180465400;213921200
405094.4;524461900;-66.5;-180566200;212355700
405683.2;522896300;-66.5;-180575900;210790100
406272;521330800;-66.5;-180601300;209224500
406860.8;519765200;-66.5;-180591900;207659000
407449.6;518199600;-66.5;-180661100;206093400
408038.4;516634100;-66.5;-180737700;204527900
408627.2;515068500;-66.5;-180751500;202962300
409216;513503000;-66.5;-180680000;201396700
409804.8;511937400;-66.5;-180674700;199831200
410393.6;510371900;-66.5;-180688700;198265700
410982.4;508806300;-66.5;-180724500;196700100
411571.2;507240700;-66.5;-180782100;195134500
412160;505675200;-66.5;-180760000;193569000
412748.8;504109600;-66.5;-180829000;192003400
413337.6;502544100;-66.5;-180790800;190437800
413926.4;500978500;-66.5;-180738300;188872300
414515.2;499412900;-66.5;-180798400;187306700
415104;497847400;-66.5;-180905000;185741200
415692.8;496281800;-66.5;-180831200;184175600
416281.6;494716300;-66.5;-180787600;182610000
416870.4;493150700;-66.5;-180857700;181044500
417459.2;491585200;-66.5;-180941200;179479000
418048;490019600;-66.5;-180836900;177913400
418636.8;488454000;-66.5;-180917000;176347800
419225.6;486888500;-66.5;-180936300;174782300
419814.4;485322900;-66.5;-180850600;173216700
420403.2;483757400;-66.5;-180979900;171651200
420992;482191800;-66.5;-180964900;170085600
421580.8;480626300;-66.5;-181013500;168520100
422169.6;479060700;-66.5;-181083900;166954500
422758.4;477495100;-66.5;-181012300;165388900
423347.2;475929600;-66.5;-181068000;163823400
423936;474364000;-66.5;-181084000;162257800
424524.8;472798500;-66.5;-181123500;160692300
425113.6;471232900;-66.5;-181134400;159126700
425702.4;469667300;-66.5;-181096400;157561100
426291.2;468101800;-66.5;-181053900;155995600
426880;466536200;-66.5;-181081200;154430000
427468.8;464970700;-66.5;-181138900;152864500
428057.6;463405100;-66.5;-181152300;151298900
428646.4;461839600;-66.5;-181077800;149733400
429235.2;460274000;-66.5;-181057900;148167800
429824;458708400;-66.5;-181069000;146602200
430412.8;457142900;-66.5;-181061800;145036700
431001.6;455577300;-66.5;-181082700;143471100
431590.4;454011800;-66.5;-181070400;141905600
432179.2;452446200;-66.5;-181057800;140340000
432768;450880600;-66.5;-181104400;138774400
433356.8;449315100;-66.5;-181128700;137208900
433945.6;447749500;-66.5;-181144800;135643300
434534.4;446184000;-66.5;-181095200;134077800
435123.2;444618400;-66.5;-181000800;132512200
435712;443052900;-66.5;-181036500;130946700
436300.8;441487300;-66.5;-181036100;129381100
436889.6;439921700;-66.5;-181046700;127815500
437478.4;438356200;-66.5;-181125900;126249900
438067.2;436790700;-66.5;-181007000;124684400
438656;435225100;-66.5;-181003000;123118800
439244.8;433659500;-66.5;-181074000;121553300
439833.6;432094000;-66.5;-181104600;119987700
440422.4;430528400;-66.5;-181070800;118422100
441011.2;428962900;-66.5;-180982600;116856600
441600;427397300;-66.5;-180951800;115291000
442188.8;425831700;-66.5;-180833500;113725500
442777.6;424266200;-66.5;-180931900;112159900
443366.4;422700600;-66.5;-180904300;110594400
443955.2;421135000;-66.5;-180838100;109028800
444544;419569500;-66.5;-180804200;107463200
445132.8;418004000;-66.5;-180813400;105897700
445721.6;416438400;-66.5;-180812400;104332100
446310.4;414872800;-66.5;-180856500;102766600
446899.2;413307300;-66.5;-180785200;101201000
447488;411741700;-66.5;-180796200;99635490
448076.8;410176200;-66.5;-180858200;98069940
448665.6;408610600;-66.5;-180885600;96504400
449254.4;407045000;-66.5;-180875300;94938810
449843.2;405479500;-66.5;-180794000;93373270
450432;403913900;-66.5;-180797500;91807720
451020.8;402348400;-66.5;-180744300;90242140
451609.6;400782800;-66.5;-180671400;88676590
452198.4;399217300;-66.5;-180676200;87111050
452787.2;397651700;-66.5;-180670700;85545460
453376;396086100;-66.5;-180687600;83979920
453964.8;394520600;-66.5;-180628500;82414370
454553.6;392955000;-66.5;-180624100;80848790
455142.4;391389500;-66.5;-180611900;79283240
455731.2;389823900;-66.5;-180560600;77717700
456320;388258400;-66.5;-180543500;76152150
456908.8;386692800;-66.5;-180565600;74586570
457497.6;385127200;-66.5;-180590400;73021020
458086.4;383561700;-66.5;-180506100;71455480
458675.2;381996100;-66.5;-180441200;69889900
459264;380430600;-66.5;-180466300;68324350
459852.8;378865000;-66.5;-180477000;66758800
460441.6;377299400;-66.5;-180397600;65193220
461030.4;375733900;-66.5;-180424400;63627670
461619.2;374168300;-66.5;-180335500;62062130
462208;372602800;-66.5;-180326600;60496550
462796.8;371037200;-66.5;-180330600;58931000
463385.6;369471700;-66.5;-180279300;57365450
463974.4;367906100;-66.5;-180264800;55799870
464563.2;366340500;-66.5;-180274400;54234330
465152;364775000;-66.5;-180268600;52668780
465740.8;363209400;-66.5;-180277300;51103200
466329.6;361643900;-66.5;-180189300;49537650
466918.4;360078300;-66.5;-180105900;47972100
467507.2;358512700;-66.5;-180083000;46406520
468096;356947200;-66.5;-180170200;44840980
468684.8;355381600;-66.5;-180154700;43275430
469273.6;353816100;-66.5;-180057900;41709850
469862.4;352250500;-66.5;-180134300;40144300
470451.2;350685000;-66.5;-180091200;38578760
471040;349119400;-66.5;-180043500;37013170
471628.8;347553800;-66.5;-180077000;35447630
472217.6;345988300;-66.5;-180093900;33882080
472806.4;344422700;-66.5;-180100300;32316500
473395.2;342857200;-66.5;-180124400;30750950
473984;341291600;-66.5;-180110200;29185410
474572.8;339726100;-66.5;-180082700;27619860
475161.6;338160500;-66.5;-179965100;26054280
475750.4;336594900;-66.5;-180019700;24488730
476339.2;335029400;-66.5;-179947300;22923190
476928;333463800;-66.5;-179906100;21357600
477516.8;331898300;-66.5;-179961200;19792060
478105.6;330332700;-66.5;-179946800;18226510
478694.4;328767100;-66.5;-179953700;16660930
479283.2;327201600;-66.5;-179905300;15095380
479872;325636000;-66.5;-179913600;13529830
480460.8;324070500;-66.5;-180009600;11964250
481049.6;322504900;-66.5;-179900300;10398700
481638.4;320939400;-66.5;-179829900;8833162
482227.2;319373800;-66.5;-179796800;7267581
482816;317808200;-66.5;-179764100;5702034
483404.8;316242700;-66.5;-179802600;4136488
483993.6;314677100;-66.5;-179866300;2570906
484582.4;313111600;-66.5;-179772700;1005360
485171.2;311546000;-66.5;-179774800;-560186
485760;309980400;-66.5;-179709300;-2125768
486348.8;308414900;-66.5;-179665000;-3691315
486937.6;306849400;-66.5;-179734300;-5256861
487526.4;305283800;-66.5;-179656400;-6822443
488115.2;303718200;-66.5;-179784700;-8387989
488704;302152700;-66.5;-179663400;-9953535
489292.8;300587100;-66.5;-179700700;-11519110
489881.6;299021500;-66.5;-179718400;-13084660
490470.4;297456000;-66.5;-179742400;-14650210
491059.2;295890400;-66.5;-179757700;-16215790
491648;294324900;-66.5;-179736700;-17781340
492236.8;292759300;-66.5;-179734400;-19346880
492825.6;291193800;-66.5;-179635000;-20912430
493414.4;289628200;-66.5;-179731000;-22478010
494003.2;288062700;-66.5;-179761300;-24043560
494592;286497100;-66.5;-179768400;-25609110
495180.8;284931500;-66.5;-179729300;-27174690
495769.6;283366000;-66.5;-181048500;-28740230
496358.4;281800400;-66.5;-180675200;-30305780
496947.2;280234900;-66.5;-180236200;-31871360
497536;278669300;-66.5;-179183600;-33436910
498124.8;277103800;-66.5;-178044000;-35002450
498713.6;275538200;-66.5;-177560700;-36568040
499302.4;273972600;-66.5;-176148000;-38133580
499891.2;272407100;-66.5;-175621100;-39699130
500480;270841500;-66.5;-174601200;-41264710
501068.8;269276000;-66.5;-173664200;-42830260
501657.6;267710400;-66.5;-172779800;-44395800
502246.4;266144800;-66.5;-171660300;-45961380
502835.2;264579300;-66.5;-171000800;-47526930
503424;263013700;-66.5;-169837600;-49092480
504012.8;261448200;-66.5;-169096400;-50658060
504601.6;259882600;-66.5;-167911700;-52223610
505190.4;258317100;-66.5;-166632700;-53789150
505779.2;256751500;-66.5;-166268800;-55354730
506368;255185900;-66.5;-164967300;-56920280
506956.8;253620400;-66.5;-164231300;-58485830
507545.6;252054800;-66.5;-163409700;-60051410
508134.4;250489300;-66.5;-161929800;-61616950
508723.2;248923700;-66.5;-161722400;-63182500
509312;247358100;-66.5;-160495300;-64748080
509900.8;245792600;-66.5;-159575600;-66313630
510489.6;244227000;-66.5;-158701700;-67879180
511078.4;242661500;-66.5;-157474700;-69444760
511667.2;241095900;-66.5;-156838400;-71010300
512256;239530400;-66.5;-155553300;-72575850
512844.8;237964800;-66.5;-154902100;-74141400
513433.6;236399200;-66.5;-153450200;-75706980
514022.4;234833700;-66.5;-152726400;-77272520
514611.2;233268100;-66.5;-151650900;-78838070
515200;231702600;-66.5;-150308700;-80403650
515788.8;230137000;-66.5;-150230100;-81969200
516377.6;228571500;-66.5;-148533800;-83534750
516966.4;227005900;-66.5;-147834300;-85100330
517555.2;225440300;-66.5;-147067700;-86665870
518144;223874800;-66.5;-145178200;-88231420
518732.8;222309200;-66.5;-145145200;-89797000
519321.6;220743700;-66.5;-143901700;-91362550
519910.4;219178100;-66.5;-142907400;-92928090
520499.2;217612500;-66.5;-142259500;-94493680
521088;216047000;-66.5;-140613300;-96059220
521676.8;214481400;-66.5;-140310500;-97624770
522265.6;212915900;-66.5;-139257100;-99190350
522854.4;211350300;-66.5;-138169000;-100755900
523443.2;209784800;-66.5;-137533100;-102321400
524032;208219200;-66.5;-136077700;-103887000
524620.8;206653600;-66.5;-135669100;-105452500
525209.6;205088100;-66.5;-134433700;-107018100
525798.4;203522500;-66.5;-133499300;-108583700
526387.2;201957000;-66.5;-132474500;-110149200
526976;200391400;-66.5;-131529100;-111714700
527564.8;198825800;-66.5;-130759300;-113280300
528153.6;197260300;-66.5;-129344200;-114845900
528742.4;195694700;-66.5;-128961500;-116411400
529331.2;194129200;-66.5;-127695400;-117977000
529920;192563600;-66.5;-126722300;-119542500
530508.8;190998100;-66.5;-126155500;-121108100
531097.6;189432500;-66.5;-124690900;-122673600
531686.4;187866900;-66.5;-124010700;-124239200
532275.2;186301400;-66.5;-122872600;-125804800
532864;184735800;-66.5;-121715200;-127370300
533452.8;183170300;-66.5;-121179100;-128935900
534041.6;181604700;-66.5;-119826300;-130501500
534630.4;180039200;-66.5;-119026500;-132067000
535219.2;178473600;-66.5;-117979400;-133632600
535808;176908000;-66.5;-116909400;-135198200
536396.8;175342500;-66.5;-116122900;-136763700
536985.6;173776900;-66.5;-115132500;-138329300
537574.4;172211400;-66.5;-114066700;-139894800
538163.2;170645800;-66.5;-112759300;-141460400
538752;169080200;-66.5;-112077300;-143026000
539340.8;167514700;-66.5;-111059700;-144591500
539929.6;165949200;-66.5;-109992400;-146157100
540518.4;164383600;-66.5;-109244200;-147722600
541107.2;162818000;-66.5;-107820600;-149288200
541696;161252500;-66.5;-106874200;-150853700
542284.8;159686900;-66.5;-105987600;-152419300
542873.6;158121300;-66.5;-104776700;-153984900
543462.4;156555800;-66.5;-103984900;-155550400
544051.2;154990200;-66.5;-103047200;-157116000
544640;153424700;-66.5;-101832900;-158681500
545228.8;151859100;-66.5;-100949100;-160247100
545817.6;150293500;-66.5;-99823590;-161812700
546406.4;148728000;-66.5;-98617360;-163378200
546995.2;147162500;-66.5;-97958860;-164943800
547584;145596900;-66.5;-96594560;-166509300
548172.8;144031300;-66.5;-95536000;-168074900
548761.6;142465800;-66.5;-94706730;-169640400
549350.4;140900200;-66.5;-93520050;-171206000
549939.2;139334700;-66.5;-92561450;-172771600
550528;137769100;-66.5;-91745920;-174337100
551116.8;136203600;-66.5;-90563200;-175902700
551705.6;134638000;-66.5;-89490790;-177468200
552294.4;133072400;-66.5;-88817970;-179033800
552883.2;131506900;-66.5;-87155020;-180599300
553472;129941300;-66.5;-86501810;-182164900
554060.8;128375800;-66.5;-85809040;-183730500
554649.6;126810200;-66.5;-84202120;-185296000
555238.4;125244600;-66.5;-83612680;-186861600
555827.2;123679000;-66.5;-82313420;-188427100
556416;122113500;-66.5;-81036040;-189992700
557004.8;120547900;-66.5;-80408140;-191558300
557593.6;118982400;-66.5;-79165140;-193123800
558182.4;117416800;-66.5;-77811430;-194689400
558771.2;115851200;-66.5;-77197440;-196254900
559360;114285700;-66.5;-76178610;-197820500
559948.8;112720100;-66.5;-74891810;-199386000
560537.6;111154600;-66.5;-74062950;-200951600
561126.4;109589000;-66.5;-72773990;-202517200
561715.2;108023500;-66.5;-71447270;-204082700
562304;106457900;-66.5;-70793890;-205648300
562892.8;104892300;-66.5;-69091200;-207213800
563481.6;103326800;-66.5;-68334370;-208779400
564070.4;101761200;-66.5;-67749170;-210345000
564659.2;100195700;-66.5;-65355050;-211910500
565248;98630160;-66.5;-65349120;-213476000
565836.8;97064580;-66.5;-63969800;-215041600
566425.6;95499040;-66.5;-61777280;-216607200
567014.4;93933490;-66.5;-62560230;-218172700
567603.2;92367940;-66.5;-60285840;-219738300
568192;90802360;-66.5;-59315080;-221303900
568780.8;89236810;-66.5;-58632960;-222869400
569369.6;87671270;-66.5;-56359910;-224434900
569958.4;86105690;-66.5;-56488140;-226000500
570547.2;84540140;-66.5;-55268130;-227566100
571136;82974590;-66.5;-54184320;-229131600
571724.8;81409010;-66.5;-52969250;-230697200
572313.6;79843470;-66.5;-52223700;-232262700
572902.4;78277920;-66.5;-50867490;-233828300
573491.2;76712340;-66.5;-49568580;-235393900
574080;75146790;-66.5;-48972160;-236959400
574668.8;73581240;-66.5;-46282990;-238525000
575257.6;72015660;-66.5;-45816550;-240090500
575846.4;70450120;-66.5;-45103180;-241656100
576435.2;68884570;-66.5;-42178500;-243221600
577024;67318990;-66.5;-42937130;-244787200
577612.8;65753440;-66.5;-41070250;-246352800
578201.6;64187900;-66.5;-39495090;-247918300
578790.4;62622310;-66.5;-39157230;-249483900
579379.2;61056770;-66.5;-37580330;-251049400
579968;59491220;-66.5;-36992520;-252615000
580556.8;57925640;-66.5;-35696170;-254180600
581145.6;56360090;-66.5;-34686600;-255746100
581734.4;54794550;-66.5;-33215650;-257311700
582323.2;53228970;-66.5;-32490990;-258877200
582912;51663420;-66.5;-31024810;-260442800
583500.8;50097870;-66.5;-28975180;-262008300
584089.6;48532290;-66.5;-29103700;-263573900
584678.4;46966740;-66.5;-26696660;-265139500
585267.2;45401200;-66.5;-25924770;-266705000
585856;43835650;-66.5;-25164040;-268270600
586444.8;42270070;-66.5;-22068240;-269836100
587033.6;40704520;-66.5;-22768930;-271401700
587622.4;39138980;-66.5;-20785160;-272967200
588211.2;37573400;-66.5;-19494340;-274532800
588800;36007850;-66.5;-18639010;-276098400
589388.8;34442300;-66.5;-16712140;-277663900
589977.6;32876720;-66.5;-16275200;-279229500
590566.4;31311170;-66.5;-14235920;-280795000
591155.2;29745630;-66.5;-13775820;-282360600
591744;28180050;-66.5;-11584170;-283926200
592332.8;26614500;-66.5;-10686310;-285491700
592921.6;25048950;-66.5;-10059810;-287057300
593510.4;23483370;-66.5;-6978900;-288622800
594099.2;21917830;-66.5;-7647700;-290188400
594688;20352280;-66.5;-5263650;-291753900
595276.8;18786700;-66.5;-4006980;-293319500
595865.6;17221150;-66.5;-3875950;-294885100
596454.4;15655600;-66.5;66380;-296450600
597043.2;14090020;-66.5;-939400;-298016200
597632;12524470;-66.5;1155080;-299581700
598220.8;10958930;-66.5;3558450;-301147300
598809.6;9393349;-66.5;3161300;-302712900
599398.4;7827802;-66.5;6547250;-304278400
599987.2;6262256;-66.5;5942450;-305844000
600576;4696674;-66.5;7744000;-307409500
601164.8;3131128;-66.5;8951970;-308975100
601753.6;1565582;-66.5;10216140;-310540600
602342.4;0;-66.5;12907050;-312106200
