1205.5599911772	847.333312988281
1206.75301393864	844.333312988281
1207.94583983287	847.333312988281
1209.13846889606	848.333312988281
1210.3309011644	845.333312988281
1211.52313667407	846.333312988281
1212.71517546124	847.666687011719
1213.90701756207	846.666687011719
1215.09866301271	847.333312988281
1216.29011184929	847
1217.48136410796	847.333312988281
1218.67241982484	847
1219.86327903604	846.333312988281
1221.05394177768	847
1222.24440808585	845.666687011719
1223.43467799665	844.333312988281
1224.62475154616	844.333312988281
1225.81462877046	847.333312988281
1227.00430970561	846.666687011719
1228.19379438767	846.333312988281
1229.38308285269	848
1230.57217513673	843.666687011719
1231.76107127579	846.666687011719
1232.94977130592	845
1234.13827526314	842.666687011719
1235.32658318344	843
1236.51469510282	847
1237.70261105729	845.666687011719
1238.89033108283	846.666687011719
1240.07785521541	845
1241.26518349099	844.666687011719
1242.45231594553	845.666687011719
1243.639252615	844.666687011719
1244.82599353532	845.666687011719
1246.01253874243	845.666687011719
1247.19888827226	848.666687011719
1248.38504216072	848.333312988281
1249.57100044373	843.666687011719
1250.75676315718	844
1251.94233033696	845
1253.12770201896	846.666687011719
1254.31287823906	847
1255.49785903312	844.666687011719
1256.682644437	846
1257.86723448654	845.333312988281
1259.05162921761	845.666687011719
1260.23582866602	846
1261.41983286761	843.333312988281
1262.60364185819	845.666687011719
1263.78725567356	845.333312988281
1264.97067434954	847
1266.15389792191	845
1267.33692642646	847.666687011719
1268.51975989897	844.666687011719
1269.7023983752	845
1270.88484189091	847
1272.06709048185	845.333312988281
1273.24914418377	845.666687011719
1274.43100303241	845.666687011719
1275.61266706348	845.666687011719
1276.7941363127	845
1277.9754108158	846
1279.15649060846	846
1280.33737572638	846.333312988281
1281.51806620525	846
1282.69856208075	847.666687011719
1283.87886338854	849
1285.05897016428	849.333312988281
1286.23888244363	846
1287.41860026223	846.333312988281
1288.59812365572	844.666687011719
1289.77745265973	846.333312988281
1290.95658730986	846.333312988281
1292.13552764175	846.333312988281
1293.31427369098	844.666687011719
1294.49282549315	845.666687011719
1295.67118308386	847.333312988281
1296.84934649867	847
1298.02731577317	846
1299.2050909429	845.333312988281
1300.38267204343	845
1301.5600591103	845
1302.73725217905	847.666687011719
1303.91425128521	846.333312988281
1305.09105646429	843.666687011719
1306.26766775182	844.666687011719
1307.4440851833	846
1308.62030879422	846.666687011719
1309.79633862006	845.333312988281
1310.97217469633	848
1312.14781705847	847
1313.32326574196	844
1314.49852078226	843.666687011719
1315.6735822148	844.333312988281
1316.84845007504	850.333312988281
1318.0231243984	845.666687011719
1319.1976052203	846.333312988281
