Time	Topo	Amplitude	Phase
0.0015616	-1118.68	0.0368557	-169.523
0.0031232	-1107.36	0.0272986	-157.347
0.0046848	-1097.75	0.0376358	 -76.417
0.0062464	-1093.43	0.049449	 -87.473
0.007808	-1093.11	0.0540944	 -89.379
0.0093696	-1093.37	0.0540571	 -87.679
0.0109312	-1093.34	0.0527948	 -86.061
0.0124928	-1093.16	0.0541205	 -89.075
0.0140544	-1093.29	0.0534622	 -88.081
0.015616	-1093.44	0.0546423	 -90.311
0.0171776	-1093.56	0.0537016	 -88.659
0.0187392	-1093.77	0.0539225	 -88.561
0.0203008	-1093.89	0.0531112	 -86.705
0.0218624	-1093.41	0.0506821	-116.733
0.023424	-1090.88	0.049679	-145.619
0.0249856	-1091.92	0.0569569	 -92.729
0.0265472	-1093.16	0.055357	 -89.981
0.0281088	-1093.68	0.0542974	 -89.329
0.0296704	-1093.81	0.0538953	 -89.599
0.031232	-1094.18	0.0545568	 -90.157
0.0327936	-1094.43	0.0535166	 -87.717
0.0343552	-1094.28	0.0529317	 -87.093
0.0359168	 -1094.1	0.053187	 -87.285
0.0374784	-1093.99	0.0539087	 -89.497
0.03904	-1094.36	0.0541908	 -88.631
0.0406016	 -1094.4	0.0533469	 -87.791
0.0421632	 -1094.4	0.0539014	 -88.705
0.0437248	-1094.53	0.0539231	 -88.527
0.0452864	-1094.58	0.0529793	 -86.023
0.046848	-1093.73	0.0513053	 -84.815
0.0484096	-1093.39	0.0545323	 -89.297
0.0499712	-1093.47	0.0531646	 -86.975
0.0515328	-1093.23	0.0522133	 -84.955
0.0530944	-1092.27	0.0514439	 -85.351
0.054656	-1091.55	0.0530584	 -88.463
0.0562176	-1091.65	0.0542769	 -88.905
0.0577792	 -1092.1	0.055566	 -92.325
0.0593408	-1092.86	0.0543847	 -88.975
0.0609024	   -1093	0.0539438	 -89.479
0.062464	-1093.19	0.0536816	 -87.379
0.0640256	-1093.03	0.0529523	 -87.055
0.0655872	-1092.95	0.0537018	 -88.121
0.0671488	-1093.16	0.0545367	 -89.089
0.0687104	-1093.34	0.0542389	 -89.483
0.070272	 -1093.3	0.0533828	 -88.429
