Time	Topo	Amplitude	Phase
0.0718336	-1093.29	0.0538676	 -88.807
0.0733952	-1093.15	0.0527761	 -87.191
0.0749568	-1093.16	0.0536914	 -86.921
0.0765184	-1092.86	0.0528965	 -87.547
0.07808	-1092.88	0.0534631	 -87.371
0.0796416	-1092.72	0.0531957	 -87.251
0.0812032	-1092.62	0.0541093	 -89.535
0.0827648	-1092.69	0.0531927	 -87.445
0.0843264	-1092.69	0.0544641	 -90.033
0.085888	-1092.87	0.0543685	 -89.819
0.0874496	 -1093.2	0.0540932	 -88.907
0.0890112	-1093.26	0.0535087	 -88.061
0.0905728	-1093.34	0.0534299	 -88.109
0.0921344	-1093.07	0.0530604	 -88.165
0.093696	-1092.97	0.0534051	 -87.331
0.0952576	-1092.77	0.0532794	 -88.579
0.0968192	-1092.95	0.0536409	 -87.595
0.0983808	-1092.95	0.0541268	 -89.581
0.0999424	 -1093.3	0.0546317	 -90.325
0.101504	-1094.25	0.0565643	 -93.529
0.103066	-1095.85	0.0572823	 -94.019
0.104627	-1097.55	0.0571921	 -93.995
0.106189	-1099.21	0.0572004	 -93.963
0.10775	-1100.89	0.0571888	 -94.005
0.109312	-1102.56	0.0571062	 -94.107
0.110874	-1104.22	0.0571649	 -93.977
0.112435	-1105.88	0.0571759	 -93.943
0.113997	-1107.54	0.0571185	 -93.925
0.115558	-1109.19	0.0570985	 -93.953
0.11712	-1110.85	0.0570906	 -93.879
0.118682	-1112.49	0.0571128	 -93.855
0.120243	-1114.08	0.0569372	 -93.677
0.121805	-1115.67	0.0570538	 -93.607
0.123366	-1117.22	0.0568766	 -93.453
0.124928	-1118.71	0.0566637	 -92.907
0.12649	-1119.91	0.0550924	 -88.767
0.128051	-1120.01	0.0536855	 -89.051
0.129613	-1120.08	0.0533878	 -87.365
0.131174	-1119.86	0.053369	 -88.025
0.132736	 -1119.8	0.0533476	 -87.479
0.134298	-1119.64	0.0535405	 -87.977
0.135859	-1119.67	0.0540025	 -89.111
0.137421	-1119.82	0.0538685	 -88.513
0.138982	-1119.81	0.0535365	 -88.295
0.140544	-1119.82	0.0531251	 -87.261
0.142106	-1119.81	0.0537917	 -88.565
0.143667	-1117.57	0.0458162	-148.199
0.145229	-1115.05	0.0515707	-130.159
0.14679	-1115.89	0.0564067	 -93.239
0.148352	-1117.34	0.056684	 -92.959
0.149914	-1118.31	0.0549111	 -89.967
0.151475	-1118.84	0.0549368	 -90.607
0.153037	-1119.03	0.0528249	 -86.547
0.154598	 -1119.1	0.0548708	 -90.023
0.15616	-1119.22	0.0533177	 -87.669
0.157722	-1119.18	0.0537753	 -88.467
0.159283	 -1119.3	0.0539507	 -88.341
0.160845	-1119.38	0.053454	 -87.659
0.162406	-1119.31	0.0545944	 -90.601
0.163968	-1119.51	0.0541031	 -88.949
0.16553	-1119.51	0.0536417	 -88.841
0.167091	-1119.62	0.054154	 -88.919
0.168653	-1119.85	0.0543657	 -89.687
0.170214	-1119.97	0.0535952	 -87.745
0.171776	-1119.87	0.053375	 -88.037
0.173338	-1119.77	0.0533397	 -87.729
0.174899	-1119.78	0.0541959	 -89.069
0.176461	-1119.87	0.0542384	 -89.367
0.178022	   -1120	0.0536652	 -88.149
0.179584	-1120.09	0.0542947	 -89.645
0.181146	-1120.33	0.0541789	 -89.045
0.182707	-1120.53	0.0534151	 -87.299
0.184269	-1120.29	0.0530063	 -86.527
0.18583	-1119.51	0.047642	 -72.991
0.187392	-1111.15	0.0285602	 -58.937
0.188954	-1099.16	0.0326205	 -69.207
0.190515	-1092.92	0.0457402	 -81.709
0.192077	 -1091.2	0.0525034	 -88.201
0.193638	-1091.56	0.0554011	 -90.549
0.1952	-1092.18	0.0541945	 -88.877
0.196762	-1092.48	0.0542692	 -88.613
0.198323	-1092.46	0.0530867	 -86.593
0.199885	-1092.26	0.0539474	 -89.183
0.201446	-1092.44	0.0542557	 -88.939
0.203008	-1092.59	0.0541387	 -89.487
0.20457	-1093.16	0.0550106	 -90.089
0.206131	-1093.56	0.0538642	 -88.697
0.207693	-1094.05	0.0547189	 -89.221
0.209254	-1094.38	0.0540757	 -89.211
0.210816	-1094.71	0.0542188	 -88.583
0.212378	-1094.84	0.0537128	 -87.917
0.213939	-1094.89	0.0540146	 -89.139
0.215501	-1095.07	0.053867	 -87.669
0.217062	-1095.24	0.0545159	 -90.059
0.218624	-1095.41	0.0535342	 -87.879
0.220186	-1095.51	0.0540335	 -88.603
0.221747	-1095.46	0.0531643	 -87.289
0.223309	-1095.15	0.0535792	 -88.197
0.22487	-1095.25	0.0537089	 -87.557
0.226432	   -1095	0.0534997	 -88.949
0.227994	-1095.01	0.0536387	 -88.711
0.229555	-1095.11	0.0532108	 -86.443
0.231117	-1094.94	0.0534361	 -88.057
0.232678	-1094.34	0.0508206	 -83.317
0.23424	-1093.21	0.0530802	 -90.451
0.235802	-1093.77	0.0540177	 -88.149
0.237363	-1093.88	0.0535912	 -88.271
0.238925	-1094.38	0.0533304	 -85.341
0.240486	 -1094.3	0.0549292	 -90.097
0.242048	-1094.88	0.0548808	 -88.607
0.24361	-1095.09	0.0543306	 -88.537
0.245171	-1094.94	0.0538912	 -89.483
0.246733	-1094.77	0.0530403	 -87.969
0.248294	-1094.39	0.052984	 -88.901
0.249856	-1094.67	0.0534929	 -88.037
0.251418	-1094.97	0.0535618	 -87.283
0.252979	-1095.07	0.0530472	 -85.319
0.254541	-1094.66	0.0534277	 -88.123
0.256102	-1094.54	0.0532429	 -87.097
0.257664	 -1094.2	0.0532498	 -88.025
0.259226	-1093.93	0.0536524	 -89.787
0.260787	-1093.92	0.0537379	 -89.805
0.262349	-1094.39	0.0544086	 -89.311
0.26391	 -1094.6	0.0528728	 -86.691
0.265472	-1094.62	0.0533767	 -87.145
0.267034	-1094.69	0.0536046	 -87.303
0.268595	-1094.86	0.054583	 -88.827
0.270157	-1094.93	0.0537508	 -87.829
0.271718	-1094.89	0.0541461	 -89.757
0.27328	-1094.95	0.0537232	 -89.149
0.274842	-1094.81	0.0529645	 -88.275
0.276403	-1094.87	0.0534174	 -88.135
0.277965	 -1094.9	0.0528414	 -86.785
0.279526	-1095.18	0.0549262	 -90.747
0.281088	-1096.47	0.057067	 -93.821
0.28265	-1098.13	0.0572295	 -93.849
0.284211	-1099.82	0.0572383	 -93.893
0.285773	-1101.49	0.0571422	 -94.051
0.287334	-1103.13	0.0571049	 -93.943
0.288896	-1104.79	0.0572279	 -93.883
0.290458	-1106.44	0.0571061	 -93.975
0.292019	-1108.07	0.0570773	 -93.971
0.293581	 -1109.7	0.0569595	 -93.887
0.295142	-1111.35	0.0571927	 -93.887
0.296704	-1112.98	0.0570956	 -93.837
0.298266	 -1114.6	0.057095	 -93.971
0.299827	-1116.23	0.0571554	 -93.837
0.301389	-1117.81	0.0569673	 -93.705
0.30295	 -1119.4	0.056939	 -93.435
0.304512	-1120.89	0.0566325	 -92.953
0.306074	-1122.18	0.0557667	 -90.251
0.307635	-1122.65	0.0544333	 -89.239
0.309197	-1122.98	0.0544985	 -88.235
0.310758	-1123.08	0.0541981	 -88.989
0.31232	-1123.15	0.0537004	 -88.477
0.313882	-1123.06	0.0534255	 -87.763
0.315443	-1122.78	0.0529996	 -88.131
0.317005	-1122.91	0.0540412	 -88.557
0.318566	-1122.91	0.0531961	 -87.247
0.320128	-1122.59	0.0530599	 -87.505
0.32169	-1122.73	0.0545957	 -89.431
0.323251	-1123.15	0.0544294	 -88.845
0.324813	-1123.36	0.0541424	 -89.757
0.326374	-1123.69	0.054153	 -89.375
0.327936	-1123.87	0.0538549	 -88.415
0.329498	-1123.95	0.0536763	 -88.865
0.331059	-1124.04	0.0532397	 -87.121
0.332621	-1123.99	0.0539265	 -88.655
0.334182	-1123.94	0.0534074	 -87.805
0.335744	 -1123.8	0.0532474	 -87.605
0.337306	-1123.55	0.0533205	 -88.247
0.338867	-1123.49	0.0534423	 -87.815
0.340429	-1123.25	0.0531061	 -87.589
0.34199	-1123.07	0.0537657	 -88.925
0.343552	-1123.26	0.0546806	 -90.359
0.345114	-1123.68	0.0544192	 -89.575
0.346675	-1123.96	0.0541177	 -89.221
0.348237	-1124.18	 0.05382	 -88.443
0.349798	-1124.28	0.0535204	 -87.799
0.35136	 -1124.3	0.0535067	 -88.057
0.352922	-1124.35	0.0536884	 -88.075
0.354483	-1124.42	0.0538713	 -88.603
0.356045	-1124.53	 0.05405	 -89.031
0.357606	-1124.62	0.0537238	 -88.439
0.359168	-1124.56	0.0534581	 -88.043
0.36073	 -1124.4	0.0530788	 -87.385
0.362291	-1124.15	0.0532561	 -88.253
0.363853	-1124.13	0.053653	 -88.429
0.365414	-1124.19	0.0536633	 -88.523
0.366976	-1124.32	0.0537687	 -88.295
0.368538	-1124.47	0.053851	 -88.221
0.370099	-1124.59	0.0538847	 -88.261
0.371661	-1124.68	0.0539001	 -88.431
0.373222	-1124.77	0.0540378	 -88.739
0.374784	-1124.83	0.0539003	 -89.139
0.376346	-1124.85	0.0536625	 -89.017
0.377907	-1124.89	0.053591	 -88.257
0.379469	-1124.85	0.0534349	 -88.029
0.38103	 -1124.7	0.0532654	 -87.997
0.382592	-1124.69	0.0536779	 -88.655
0.384154	-1124.78	0.0536309	 -87.749
0.385715	-1124.76	0.0534336	 -87.521
0.387277	-1124.55	0.0531158	 -87.497
0.388838	 -1124.2	0.053244	 -88.117
0.3904	-1124.21	0.0540837	 -89.323
0.391962	-1124.54	0.0541849	 -88.537
0.393523	-1124.76	 0.05414	 -88.975
0.395085	-1125.15	0.0548296	 -89.847
0.396646	-1125.46	0.0542666	 -89.809
0.398208	-1125.84	0.0542457	 -88.653
0.39977	-1125.92	0.0541586	 -89.585
0.401331	-1126.19	0.0537486	 -87.711
0.402893	-1126.23	0.0534998	 -87.941
0.404454	-1126.31	0.0537182	 -88.053
0.406016	-1126.37	0.0538864	 -88.165
0.407578	-1126.23	0.0531683	 -87.577
0.409139	-1126.14	0.0539149	 -88.639
0.410701	 -1126.1	0.0533681	 -87.539
0.412262	-1125.83	0.0528775	 -87.321
0.413824	 -1125.5	0.0529795	 -87.289
0.415386	-1125.63	0.0540945	 -89.037
0.416947	-1125.96	0.0541631	 -88.883
0.418509	-1125.97	0.0533373	 -87.317
0.42007	-1125.97	0.054139	 -89.131
0.421632	-1126.22	0.0538187	 -88.387
0.423194	-1126.44	0.0541525	 -88.865
0.424755	-1126.53	0.0534981	 -88.319
0.426317	-1126.61	0.0542699	 -88.831
0.427878	-1126.59	0.0532798	 -87.577
0.42944	-1126.58	0.0540216	 -88.617
0.431002	-1126.69	0.0538919	 -88.697
0.432563	 -1126.7	0.0537324	 -88.921
0.434125	-1126.86	0.0539959	 -88.751
0.435686	-1126.95	0.0534707	 -87.647
0.437248	   -1127	0.0538594	 -88.897
0.43881	-1127.31	0.0542461	 -89.093
0.440371	-1127.45	0.0535866	 -88.351
0.441933	-1127.44	0.0533326	 -87.463
0.443494	-1127.26	0.0531035	 -87.359
0.445056	-1126.94	0.0531437	 -87.743
0.446618	-1126.64	0.0529389	 -87.589
0.448179	-1126.52	0.0537083	 -88.421
0.449741	-1126.07	0.051394	 -84.633
0.451302	-1125.29	0.0529151	 -88.127
0.452864	-1125.27	0.0540217	 -89.711
0.454426	-1125.45	0.0522828	 -85.453
0.455987	-1123.93	0.0505324	 -84.903
0.457549	-1121.93	0.046537	-146.257
0.45911	-1115.78	0.0360745	-159.449
0.460672	-1107.04	0.0386082	-146.855
0.462234	-1101.92	0.0462012	 -82.309
0.463795	-1100.22	0.0522321	 -86.921
0.465357	-1099.98	0.0533445	 -87.885
0.466918	-1099.85	0.0534909	 -88.403
0.46848	-1100.13	0.0544338	 -89.003
0.470042	-1100.45	0.0540774	 -88.079
0.471603	-1100.55	0.0540696	 -88.905
0.473165	-1100.81	0.0542449	 -89.255
0.474726	-1100.94	0.053726	 -88.211
0.476288	 -1100.9	0.053815	 -88.683
0.47785	-1100.92	0.0536548	 -88.631
0.479411	-1101.01	0.0543299	 -89.539
0.480973	-1101.31	0.0542711	 -88.425
0.482534	-1101.19	0.0529618	 -86.807
0.484096	-1100.99	0.0535568	 -88.303
0.485658	-1100.97	0.0537891	 -88.499
0.487219	 -1101.1	0.053945	 -88.837
0.488781	-1101.56	0.0549045	 -90.001
0.490342	-1101.69	0.0534735	 -88.341
0.491904	-1102.08	0.0550685	 -90.963
0.493466	-1102.58	0.0543154	 -89.407
0.495027	-1102.72	0.0534368	 -88.113
0.496589	-1102.52	0.052822	 -87.009
0.49815	-1102.41	0.0542067	 -89.557
0.499712	-1102.75	0.054248	 -88.617
0.501274	-1103.03	0.0543125	 -89.333
0.502835	 -1103.4	0.0540442	 -88.263
0.504397	-1103.56	0.0537674	 -87.931
0.505958	 -1103.1	0.0518596	 -85.973
0.50752	-1103.01	0.0553274	 -91.289
0.509082	-1102.99	0.0524002	 -86.309
0.510643	-1102.89	0.0541465	 -89.399
0.512205	-1102.57	0.0517156	 -85.477
0.513766	-1102.04	0.0543097	 -91.177
0.515328	-1103.03	0.0558845	 -91.457
0.51689	-1103.66	0.0549527	 -91.015
0.518451	-1104.17	0.0540429	 -89.037
0.520013	-1104.39	0.0540531	 -88.191
0.521574	 -1104.4	0.0542174	 -89.309
0.523136	-1104.76	0.0537003	 -87.233
0.524698	-1104.77	0.0538706	 -89.589
0.526259	-1105.12	0.0543643	 -89.115
0.527821	-1105.37	0.0538507	 -88.123
0.529382	-1105.47	0.0540903	 -89.259
0.530944	-1105.57	0.0532831	 -87.515
0.532506	-1105.49	0.0535725	 -88.053
0.534067	-1105.43	0.0532986	 -87.665
0.535629	 -1105.3	0.0535589	 -88.159
0.53719	-1105.41	0.0540225	 -88.417
0.538752	-1105.41	0.0534343	 -87.585
0.540314	-1105.34	0.0539283	 -88.243
0.541875	-1105.02	0.0524586	 -86.673
0.543437	-1104.89	0.0534326	 -87.631
0.544998	-1104.58	0.0523963	 -86.569
0.54656	-1104.21	0.0533153	 -87.353
0.548122	-1104.02	0.0533394	 -87.981
0.549683	-1103.79	0.0531418	 -88.151
0.551245	-1104.07	0.054542	 -89.599
0.552806	-1104.36	0.0539641	 -88.529
0.554368	-1104.55	0.0542287	 -88.893
0.55593	-1104.27	0.0517117	 -85.745
0.557491	-1103.35	0.0519625	 -86.439
0.559053	-1102.95	0.053832	 -89.487
0.560614	-1103.84	0.0565895	 -93.743
0.562176	-1105.43	0.0570668	 -94.083
0.563738	 -1107.1	0.0571838	 -93.897
0.565299	-1108.76	0.0571831	 -94.111
0.566861	-1110.45	0.057211	 -94.061
0.568422	-1112.13	0.0571196	 -93.975
0.569984	-1113.82	0.0573406	 -93.995
0.571546	-1115.51	0.0572887	 -93.915
0.573107	-1117.18	0.0571181	 -93.891
0.574669	-1118.85	0.0571043	 -93.897
0.57623	-1120.47	0.0569218	 -93.827
0.577792	-1122.13	0.0571107	 -93.837
0.579354	-1123.76	0.0570865	 -93.785
0.580915	-1125.39	0.0571768	 -93.743
0.582477	-1126.97	0.0567656	 -93.617
0.584038	-1128.51	0.0568901	 -93.317
0.5856	-1129.97	0.0566198	 -92.721
0.587162	-1131.01	0.0549917	 -88.687
0.588723	-1131.06	0.0540633	 -89.427
0.590285	-1131.22	0.0537641	 -88.529
0.591846	-1131.07	0.0533525	 -87.801
0.593408	-1130.85	0.0533349	 -87.479
0.59497	   -1131	0.0538958	 -88.067
0.596531	-1130.58	0.0527954	 -88.053
0.598093	 -1130.7	0.0536585	 -87.679
0.599654	-1130.46	0.0529538	 -87.201
0.601216	-1130.42	0.0539392	 -88.589
0.602778	-1130.45	0.0510184	 -81.667
0.604339	-1127.22	0.0473272	-139.903
0.605901	 -1126.3	0.0556374	-117.339
0.607462	 -1127.8	0.0567885	 -93.313
0.609024	-1129.23	0.0565532	 -92.707
0.610586	-1130.29	0.0548914	 -89.073
0.612147	-1130.61	0.0538881	 -89.139
0.613709	-1130.66	0.053681	 -88.625
0.61527	-1130.51	0.0536437	 -88.235
0.616832	-1130.44	0.0538143	 -88.813
0.618394	-1130.43	0.0532002	 -87.581
0.619955	-1130.48	0.0539566	 -88.551
0.621517	-1130.42	0.0533129	 -88.583
0.623078	-1130.61	0.0548471	 -89.885
0.62464	-1130.67	0.0533883	 -87.843
0.626202	-1130.79	0.0536356	 -86.939
0.627763	-1130.32	0.0523746	 -86.747
0.629325	-1129.72	0.0527415	 -88.039
0.630886	 -1129.9	0.0552916	 -90.667
0.632448	-1129.72	0.0522909	 -86.411
0.63401	-1129.34	0.0534621	 -88.611
0.635571	-1129.13	0.0536139	 -88.747
0.637133	-1129.64	0.0546529	 -89.217
0.638694	-1129.88	0.0537704	 -88.103
0.640256	 -1129.6	0.0531197	 -88.113
0.641818	-1129.76	0.0539544	 -88.807
0.643379	-1127.74	0.0409662	 -72.851
0.644941	-1119.01	0.0335653	 -78.409
0.646502	 -1110.3	0.0380238	-126.801
0.648064	-1104.96	0.0470369	 -82.091
0.649626	-1103.21	0.051474	 -86.299
0.651187	-1102.87	0.0537539	 -88.155
0.652749	-1102.66	0.0533245	 -88.757
0.65431	 -1102.8	0.0540326	 -88.607
0.655872	-1102.88	0.0542524	 -89.497
0.657434	-1103.21	0.0541046	 -87.799
0.658995	-1103.24	0.0541321	 -89.161
0.660557	-1103.35	0.0535198	 -87.185
0.662118	-1103.06	0.0535105	 -88.463
0.66368	-1102.69	0.0533574	 -89.333
0.665242	-1102.77	0.0535758	 -87.493
0.666803	-1102.63	0.0537059	 -88.743
0.668365	-1102.75	0.0542137	 -88.901
0.669926	-1102.68	0.0533301	 -88.795
0.671488	-1102.94	0.0539793	 -87.069
0.67305	-1102.95	0.0541755	 -88.977
0.674611	-1103.05	0.0536969	 -88.471
0.676173	-1103.11	0.0541313	 -88.901
0.677734	-1103.14	0.0535447	 -88.205
0.679296	-1102.88	0.0528822	 -86.859
0.680858	-1102.67	0.0531956	 -87.759
0.682419	-1102.77	0.0540425	 -88.663
0.683981	-1102.78	0.053209	 -87.491
0.685542	-1102.74	0.0539517	 -88.457
0.687104	-1102.51	0.0516461	 -84.591
0.688666	-1101.61	0.0514218	 -84.931
0.690227	-1100.87	0.052665	 -87.279
0.691789	-1101.23	0.055496	 -91.229
0.69335	-1102.11	0.0548777	 -89.297
0.694912	-1102.62	0.0545124	 -87.913
0.696474	-1102.28	0.0534118	 -88.641
0.698035	-1102.98	0.0559478	 -91.123
0.699597	 -1103.5	0.0542333	 -88.985
0.701158	-1103.44	0.0533631	 -87.739
0.70272	-1103.45	0.0537934	 -88.229
0.704282	-1103.38	0.0528905	 -86.229
0.705843	-1102.96	0.0535793	 -88.397
0.707405	-1102.94	0.0539118	 -87.945
0.708966	-1103.15	0.0541443	 -88.471
0.710528	-1103.11	0.0528453	 -86.471
0.71209	-1102.71	0.0531171	 -86.939
0.713651	-1102.52	0.0531974	 -87.399
0.715213	-1102.27	0.0514941	-101.201
0.716774	-1099.48	 0.05003	-142.701
0.718336	-1100.54	0.0575583	 -92.019
0.719898	-1101.63	0.0556177	 -90.607
0.721459	-1102.03	0.0535514	 -86.841
0.723021	-1101.99	0.0535522	 -87.427
0.724582	-1101.73	0.053472	 -88.411
0.726144	-1101.56	0.0528885	 -86.761
0.727706	-1101.41	0.0539949	 -88.177
0.729267	-1101.52	0.0534263	 -87.745
0.730829	-1101.06	0.0512865	 -84.487
0.73239	-1100.16	0.0534721	 -90.129
0.733952	-1101.21	0.0568996	 -93.879
0.735514	-1102.86	0.0570928	 -94.075
0.737075	-1104.55	0.0572214	 -93.809
0.738637	-1106.19	0.0570537	 -93.981
0.740198	-1107.86	0.0573197	 -93.989
0.74176	-1109.55	0.0572824	 -94.093
0.743322	-1111.23	0.0572561	 -93.925
0.744883	-1112.91	0.0571967	 -93.957
0.746445	-1114.56	0.0571673	 -93.943
0.748006	-1116.21	0.0571598	 -94.013
0.749568	-1117.86	0.0570748	 -94.013
0.75113	-1119.49	0.0570811	 -93.879
0.752691	-1121.11	0.0570287	 -93.785
0.754253	-1122.69	0.0569362	 -93.669
0.755814	-1124.24	0.0568112	 -93.169
0.757376	-1125.54	0.055794	 -91.401
0.758938	-1126.26	0.0545826	 -89.599
0.760499	-1126.38	0.0532461	 -87.589
0.762061	-1126.47	0.0535634	 -87.227
0.763622	-1126.42	0.0535978	 -88.669
0.765184	-1126.42	0.0536227	 -88.235
0.766746	-1126.31	0.0536236	 -88.373
0.768307	-1126.31	0.053716	 -88.359
0.769869	-1126.21	0.0530362	 -87.003
0.77143	-1125.92	0.0531401	 -87.833
0.772992	-1125.89	0.053568	 -87.083
0.774554	-1125.77	0.0536954	 -88.177
0.776115	-1125.57	0.0534936	 -88.267
0.777677	-1125.26	0.0533536	 -88.323
0.779238	-1125.14	0.053497	 -88.051
0.7808	-1125.09	0.0532805	 -87.851
0.782362	-1124.98	0.053047	 -86.999
0.783923	 -1124.8	0.0529562	 -86.295
0.785485	-1124.65	0.0536008	 -87.759
0.787046	-1124.59	0.0537408	 -88.529
0.788608	-1124.67	0.0538721	 -88.939
0.79017	-1124.72	0.0538578	 -88.635
0.791731	-1124.71	0.0535324	 -88.135
0.793293	 -1124.6	0.0531417	 -88.317
0.794854	-1124.57	 0.05289	 -87.257
0.796416	-1124.55	0.0529819	 -86.695
0.797978	 -1124.5	0.0535199	 -87.247
0.799539	-1124.43	0.0537214	 -87.191
