Measurement started: 14:30:49.471 29.05.2019
ended: 15:25:30.665 29.05.2019
Measurement Current was 2.000E-6A
Field [T]	Gate [V]	LI#1(Rxx) [Ohm]	Phase#1 [°]	LI#2(Rxy) [Ohm]	Phase#2 [°]	
5.343960E+0	0.000000E+0	8.026000E+1	-1.589634E-1	7.407964E+2	2.385507E-3
5.342820E+0	0.000000E+0	8.026033E+1	-8.038746E-2	7.404283E+2	1.332767E-2
5.341730E+0	0.000000E+0	8.027217E+1	-1.745337E-2	7.406122E+2	-1.065337E-2
5.340500E+0	0.000000E+0	8.018651E+1	-3.413947E-2	7.407888E+2	3.484322E-3
5.339290E+0	0.000000E+0	8.023331E+1	2.164351E-2	7.402775E+2	1.588296E-2
5.338100E+0	0.000000E+0	8.025323E+1	-4.621629E-2	7.402225E+2	1.888371E-2
5.337190E+0	0.000000E+0	8.022760E+1	-3.833073E-2	7.405760E+2	-1.321052E-3
5.336130E+0	0.000000E+0	8.019013E+1	-3.007860E-2	7.400303E+2	-1.710754E-2
5.334840E+0	0.000000E+0	8.020682E+1	-6.544075E-2	7.394630E+2	-4.646278E-3
5.333960E+0	0.000000E+0	8.014030E+1	1.690711E-3	7.394829E+2	-1.194636E-2
5.332930E+0	0.000000E+0	8.009252E+1	-4.350412E-2	7.392180E+2	-1.610798E-3
5.332090E+0	0.000000E+0	8.007267E+1	1.814649E-2	7.386692E+2	7.610004E-3
5.330930E+0	0.000000E+0	8.005760E+1	-3.737257E-2	7.386802E+2	1.692246E-2
5.329920E+0	0.000000E+0	8.000745E+1	3.593703E-2	7.383317E+2	2.796888E-2
5.328960E+0	0.000000E+0	8.004121E+1	-7.143633E-3	7.383620E+2	2.378314E-2
5.327900E+0	0.000000E+0	8.001666E+1	8.468560E-2	7.383626E+2	3.098857E-2
5.326970E+0	0.000000E+0	8.005271E+1	2.926669E-2	7.383110E+2	1.983502E-2
5.325830E+0	0.000000E+0	8.011049E+1	6.986385E-2	7.382104E+2	1.025020E-2
5.324700E+0	0.000000E+0	8.003138E+1	-2.286444E-2	7.378973E+2	6.370206E-3
5.323640E+0	0.000000E+0	8.012238E+1	-6.868009E-2	7.378784E+2	-1.905911E-2
5.322730E+0	0.000000E+0	7.996566E+1	-1.159487E-1	7.375780E+2	4.053354E-3
5.321900E+0	0.000000E+0	7.996956E+1	-1.413642E-1	7.374537E+2	9.114337E-4
5.321010E+0	0.000000E+0	7.989293E+1	-9.884829E-2	7.374083E+2	-4.321295E-3
5.320050E+0	0.000000E+0	7.984434E+1	-1.399461E-1	7.371234E+2	9.323322E-3
5.319220E+0	0.000000E+0	7.981022E+1	-1.040821E-1	7.369148E+2	1.379999E-2
5.318390E+0	0.000000E+0	7.969665E+1	-3.993916E-2	7.368763E+2	3.507758E-2
5.317400E+0	0.000000E+0	7.965559E+1	2.325450E-2	7.370476E+2	9.800102E-3
5.316520E+0	0.000000E+0	7.969480E+1	-1.984603E-2	7.365151E+2	4.030840E-3
5.315560E+0	0.000000E+0	7.974003E+1	6.536565E-2	7.365553E+2	2.850603E-2
5.314600E+0	0.000000E+0	7.980619E+1	3.315118E-2	7.362354E+2	7.775433E-3
5.313440E+0	0.000000E+0	7.982273E+1	-1.962120E-2	7.359069E+2	-3.808146E-3
5.312610E+0	0.000000E+0	7.983900E+1	-2.173274E-2	7.358956E+2	-2.522105E-3
5.311600E+0	0.000000E+0	7.980713E+1	1.165783E-2	7.355934E+2	5.406387E-3
5.310510E+0	0.000000E+0	7.973645E+1	-2.626116E-2	7.357143E+2	3.060262E-2
5.309480E+0	0.000000E+0	7.969886E+1	-1.418006E-2	7.352618E+2	2.309324E-2
5.308520E+0	0.000000E+0	7.970954E+1	-6.380045E-2	7.353056E+2	2.074451E-2
5.307740E+0	0.000000E+0	7.969353E+1	-1.896315E-2	7.353516E+2	1.506578E-2
5.306930E+0	0.000000E+0	7.967448E+1	-5.458280E-2	7.353201E+2	1.511081E-2
5.305900E+0	0.000000E+0	7.966944E+1	2.714317E-2	7.349956E+2	7.162673E-3
5.305010E+0	0.000000E+0	7.962441E+1	3.009866E-2	7.349889E+2	3.170899E-3
5.304130E+0	0.000000E+0	7.968262E+1	-1.492556E-2	7.347740E+2	1.661105E-2
5.303450E+0	0.000000E+0	7.965499E+1	2.853840E-2	7.344788E+2	5.614920E-3
5.302610E+0	0.000000E+0	7.972653E+1	-1.224120E-2	7.345929E+2	3.235243E-3
5.301910E+0	0.000000E+0	7.964402E+1	-3.872656E-2	7.345588E+2	1.519124E-2
5.301020E+0	0.000000E+0	7.967742E+1	-1.194390E-1	7.341336E+2	6.764207E-3
5.300020E+0	0.000000E+0	7.950931E+1	-1.006400E-1	7.340122E+2	-1.861032E-2
5.299230E+0	0.000000E+0	7.946664E+1	-1.248716E-1	7.336052E+2	1.223907E-3
5.298300E+0	0.000000E+0	7.939431E+1	-6.986798E-2	7.337611E+2	1.927619E-2
5.297390E+0	0.000000E+0	7.932332E+1	-7.458635E-2	7.334710E+2	4.783005E-3
5.296730E+0	0.000000E+0	7.931210E+1	-3.389803E-2	7.333943E+2	3.044124E-2
5.295670E+0	0.000000E+0	7.939239E+1	3.224005E-2	7.333116E+2	3.079138E-2
5.294590E+0	0.000000E+0	7.937378E+1	1.008499E-2	7.335338E+2	2.183520E-2
5.293910E+0	0.000000E+0	7.938603E+1	-7.665550E-2	7.329863E+2	8.650118E-4
5.292950E+0	0.000000E+0	7.940527E+1	5.899492E-3	7.330517E+2	1.747682E-2
5.292040E+0	0.000000E+0	7.938748E+1	-4.432169E-2	7.325874E+2	1.901951E-2
5.291000E+0	0.000000E+0	7.936535E+1	-3.133841E-2	7.326060E+2	3.248462E-2
5.289840E+0	0.000000E+0	7.926406E+1	-2.697203E-2	7.324485E+2	2.760006E-2
5.288760E+0	0.000000E+0	7.927917E+1	-7.261391E-2	7.322939E+2	4.872152E-2
5.287720E+0	0.000000E+0	7.926339E+1	-4.448018E-2	7.323280E+2	1.300427E-2
5.286890E+0	0.000000E+0	7.927452E+1	-5.107228E-2	7.321626E+2	3.189115E-2
5.286110E+0	0.000000E+0	7.928612E+1	-5.248248E-2	7.319428E+2	4.170896E-2
5.285230E+0	0.000000E+0	7.921889E+1	-3.006386E-3	7.316092E+2	1.826390E-2
5.284370E+0	0.000000E+0	7.921286E+1	-1.117543E-2	7.318756E+2	1.187926E-2
5.283330E+0	0.000000E+0	7.916887E+1	-1.065419E-2	7.316237E+2	2.815910E-2
5.282350E+0	0.000000E+0	7.929962E+1	-1.753670E-2	7.313475E+2	3.884039E-3
5.281290E+0	0.000000E+0	7.922501E+1	-1.108940E-2	7.313517E+2	9.083853E-3
5.280300E+0	0.000000E+0	7.926693E+1	-5.992572E-2	7.309157E+2	1.207912E-2
5.279420E+0	0.000000E+0	7.921059E+1	-1.006921E-1	7.307438E+2	2.024334E-2
5.278260E+0	0.000000E+0	7.909412E+1	-1.514657E-1	7.306094E+2	2.193438E-2
5.277170E+0	0.000000E+0	7.897441E+1	-7.784279E-2	7.304863E+2	2.376941E-2
5.276240E+0	0.000000E+0	7.888880E+1	-1.385511E-1	7.302567E+2	2.165823E-2
5.275210E+0	0.000000E+0	7.890135E+1	-7.020418E-2	7.300991E+2	1.834326E-2
5.274450E+0	0.000000E+0	7.880521E+1	-6.295479E-2	7.298289E+2	1.768199E-2
5.273310E+0	0.000000E+0	7.881996E+1	8.330189E-3	7.299210E+2	1.311012E-2
5.272500E+0	0.000000E+0	7.877773E+1	4.309445E-2	7.298168E+2	3.100489E-2
5.271550E+0	0.000000E+0	7.888264E+1	5.022410E-2	7.297227E+2	3.013610E-2
5.270230E+0	0.000000E+0	7.893311E+1	1.028405E-1	7.296641E+2	3.230627E-2
5.269350E+0	0.000000E+0	7.898965E+1	-4.370222E-3	7.293948E+2	3.759173E-2
5.268210E+0	0.000000E+0	7.884931E+1	-6.817604E-2	7.292342E+2	2.091107E-2
5.267230E+0	0.000000E+0	7.883735E+1	-1.056508E-1	7.293064E+2	2.629908E-2
5.266400E+0	0.000000E+0	7.875036E+1	-6.628698E-2	7.290108E+2	1.151472E-2
5.265560E+0	0.000000E+0	7.877166E+1	-1.047911E-1	7.287587E+2	3.271946E-2
5.264430E+0	0.000000E+0	7.861416E+1	-1.463170E-2	7.285570E+2	4.043151E-2
5.263470E+0	0.000000E+0	7.859509E+1	-1.574444E-2	7.284313E+2	1.285571E-2
5.262640E+0	0.000000E+0	7.867697E+1	-1.165348E-2	7.284841E+2	2.578183E-2
5.261830E+0	0.000000E+0	7.866748E+1	1.079793E-2	7.285385E+2	1.957143E-2
5.260640E+0	0.000000E+0	7.869277E+1	3.867391E-3	7.281036E+2	-3.561463E-3
5.259560E+0	0.000000E+0	7.863644E+1	2.046828E-3	7.278896E+2	1.488739E-2
5.258650E+0	0.000000E+0	7.863781E+1	3.925530E-3	7.277813E+2	1.107741E-2
5.257790E+0	0.000000E+0	7.855834E+1	-1.775429E-2	7.277651E+2	1.614752E-2
5.256860E+0	0.000000E+0	7.859089E+1	-8.049541E-2	7.271875E+2	-1.343359E-2
5.255850E+0	0.000000E+0	7.856646E+1	-2.858701E-2	7.273397E+2	2.435578E-3
5.254990E+0	0.000000E+0	7.853300E+1	-1.048742E-1	7.270075E+2	4.184157E-3
5.253950E+0	0.000000E+0	7.840574E+1	-1.280013E-1	7.268736E+2	1.706497E-2
5.252740E+0	0.000000E+0	7.824493E+1	-1.244847E-1	7.265187E+2	1.950098E-2
5.251810E+0	0.000000E+0	7.828048E+1	-9.161011E-2	7.261847E+2	9.349090E-3
5.250820E+0	0.000000E+0	7.819027E+1	1.686975E-2	7.262347E+2	1.991149E-2
5.249870E+0	0.000000E+0	7.820851E+1	3.532739E-2	7.260689E+2	2.706334E-2
5.248860E+0	0.000000E+0	7.825674E+1	1.163809E-1	7.260626E+2	2.524517E-2
5.248050E+0	0.000000E+0	7.827419E+1	5.052046E-2	7.261569E+2	3.054051E-2
5.247060E+0	0.000000E+0	7.831844E+1	7.235896E-2	7.261079E+2	2.865266E-2
5.246210E+0	0.000000E+0	7.823083E+1	1.417015E-2	7.259066E+2	1.898769E-2
5.245270E+0	0.000000E+0	7.828365E+1	3.060477E-3	7.257817E+2	2.465750E-2
5.244010E+0	0.000000E+0	7.828296E+1	-7.591418E-3	7.259239E+2	1.257460E-2
5.243050E+0	0.000000E+0	7.816928E+1	-2.148386E-2	7.253394E+2	1.298474E-2
5.242070E+0	0.000000E+0	7.810442E+1	-8.403813E-2	7.251459E+2	1.173302E-2
5.241210E+0	0.000000E+0	7.806868E+1	-1.185117E-1	7.249410E+2	3.309412E-2
5.240070E+0	0.000000E+0	7.804851E+1	-6.567973E-2	7.248184E+2	1.636558E-2
5.239090E+0	0.000000E+0	7.793370E+1	-8.119310E-2	7.245692E+2	1.586093E-2
5.238280E+0	0.000000E+0	7.804909E+1	-4.206769E-2	7.246318E+2	8.707502E-3
5.237320E+0	0.000000E+0	7.797627E+1	2.554804E-2	7.244278E+2	3.174454E-2
5.236340E+0	0.000000E+0	7.797002E+1	-2.311827E-3	7.239689E+2	2.699214E-2
5.235200E+0	0.000000E+0	7.798444E+1	-2.819776E-2	7.239964E+2	1.368935E-2
5.234140E+0	0.000000E+0	7.800200E+1	-4.366490E-2	7.241797E+2	-4.169327E-3
5.233310E+0	0.000000E+0	7.784119E+1	-7.209881E-2	7.236481E+2	1.474712E-2
5.232200E+0	0.000000E+0	7.788126E+1	-1.335743E-1	7.236583E+2	1.038730E-2
5.231110E+0	0.000000E+0	7.776104E+1	-6.249292E-2	7.230409E+2	2.012250E-2
5.230050E+0	0.000000E+0	7.769978E+1	-7.534228E-2	7.228426E+2	1.208954E-2
5.229040E+0	0.000000E+0	7.763469E+1	-2.040850E-2	7.229218E+2	2.678098E-2
5.228060E+0	0.000000E+0	7.764827E+1	-1.924337E-2	7.227789E+2	2.106686E-2
5.227080E+0	0.000000E+0	7.756536E+1	2.355813E-2	7.225691E+2	3.327453E-2
5.225910E+0	0.000000E+0	7.761166E+1	5.148310E-2	7.227184E+2	2.530024E-2
5.224800E+0	0.000000E+0	7.771805E+1	4.521517E-2	7.221919E+2	1.170458E-2
5.223790E+0	0.000000E+0	7.764201E+1	6.069055E-2	7.222863E+2	2.647890E-2
5.222730E+0	0.000000E+0	7.773382E+1	2.993160E-2	7.221706E+2	1.166939E-2
5.221470E+0	0.000000E+0	7.759730E+1	-8.219713E-2	7.219907E+2	4.916052E-3
5.220460E+0	0.000000E+0	7.769482E+1	-1.026985E-1	7.215244E+2	-3.192289E-3
5.219400E+0	0.000000E+0	7.751984E+1	-1.412420E-1	7.214494E+2	2.156944E-2
5.218320E+0	0.000000E+0	7.743349E+1	-1.001701E-1	7.214914E+2	1.703341E-2
5.217210E+0	0.000000E+0	7.744159E+1	-1.141942E-1	7.211858E+2	2.181845E-2
5.216070E+0	0.000000E+0	7.739094E+1	-1.943929E-2	7.211363E+2	9.626259E-3
5.215210E+0	0.000000E+0	7.731466E+1	-4.040465E-2	7.211687E+2	2.275710E-2
5.214030E+0	0.000000E+0	7.727245E+1	-6.616805E-2	7.210552E+2	2.222769E-2
5.212840E+0	0.000000E+0	7.733543E+1	-7.262230E-2	7.205117E+2	1.093848E-2
5.211980E+0	0.000000E+0	7.721669E+1	-6.672944E-2	7.203013E+2	8.434421E-3
5.210670E+0	0.000000E+0	7.715246E+1	-4.797339E-2	7.200778E+2	1.461227E-2
5.209480E+0	0.000000E+0	7.710566E+1	-1.157040E-1	7.198187E+2	1.677075E-2
5.208680E+0	0.000000E+0	7.708678E+1	-1.903949E-2	7.196744E+2	1.387057E-2
5.207440E+0	0.000000E+0	7.700841E+1	-1.570719E-2	7.193115E+2	1.996204E-2
5.206130E+0	0.000000E+0	7.701000E+1	-2.304930E-2	7.192986E+2	3.247234E-2
5.205400E+0	0.000000E+0	7.698521E+1	-6.123671E-2	7.190290E+2	4.123193E-2
5.204110E+0	0.000000E+0	7.691730E+1	-5.032355E-2	7.193212E+2	2.423968E-2
5.202900E+0	0.000000E+0	7.690869E+1	1.109878E-2	7.189303E+2	1.865144E-2
5.201940E+0	0.000000E+0	7.689499E+1	-2.046847E-3	7.190530E+2	4.365191E-2
5.200550E+0	0.000000E+0	7.683916E+1	4.782381E-2	7.187025E+2	2.700049E-2
5.199510E+0	0.000000E+0	7.680154E+1	3.440717E-2	7.187200E+2	9.300364E-3
5.198610E+0	0.000000E+0	7.691772E+1	4.635094E-2	7.186014E+2	8.511126E-3
5.197800E+0	0.000000E+0	7.686852E+1	4.868862E-2	7.185190E+2	3.062112E-2
5.196710E+0	0.000000E+0	7.686412E+1	-2.959227E-2	7.180824E+2	8.971406E-3
5.195750E+0	0.000000E+0	7.681989E+1	-3.967919E-2	7.179041E+2	-2.946260E-3
5.194590E+0	0.000000E+0	7.683703E+1	-1.401213E-1	7.175487E+2	-1.210091E-3
5.193360E+0	0.000000E+0	7.662131E+1	-1.828699E-1	7.173329E+2	2.811644E-2
5.192320E+0	0.000000E+0	7.651626E+1	-1.732737E-1	7.170619E+2	-8.897158E-3
5.191260E+0	0.000000E+0	7.643099E+1	-1.676696E-1	7.168147E+2	8.354751E-3
5.190180E+0	0.000000E+0	7.635286E+1	-1.050512E-1	7.168377E+2	2.478343E-2
5.188940E+0	0.000000E+0	7.639368E+1	2.733933E-3	7.165286E+2	3.243933E-2
5.187880E+0	0.000000E+0	7.639709E+1	-4.385855E-2	7.166504E+2	3.483872E-2
5.186720E+0	0.000000E+0	7.633295E+1	7.562014E-3	7.166598E+2	2.308938E-2
5.185730E+0	0.000000E+0	7.636129E+1	7.415046E-3	7.162833E+2	2.933987E-2
5.184470E+0	0.000000E+0	7.638945E+1	-7.678420E-2	7.160653E+2	2.475028E-2
5.183410E+0	0.000000E+0	7.627466E+1	-2.304160E-2	7.157960E+2	1.466774E-2
5.182500E+0	0.000000E+0	7.625200E+1	-5.596346E-2	7.156334E+2	3.758997E-2
5.181240E+0	0.000000E+0	7.615118E+1	-1.338911E-1	7.155573E+2	3.413665E-2
5.180180E+0	0.000000E+0	7.617613E+1	-8.272432E-2	7.154736E+2	3.519812E-2
5.179170E+0	0.000000E+0	7.609957E+1	-7.986762E-2	7.151948E+2	5.094992E-2
5.176090E+0	0.000000E+0	7.588123E+1	-3.882862E-2	7.145182E+2	2.364617E-2
5.175060E+0	0.000000E+0	7.590411E+1	2.299610E-2	7.145439E+2	2.284386E-2
5.174120E+0	0.000000E+0	7.583040E+1	3.140932E-2	7.144717E+2	2.179806E-2
5.173090E+0	0.000000E+0	7.581994E+1	-3.693487E-3	7.142785E+2	4.024789E-2
5.172260E+0	0.000000E+0	7.585947E+1	-1.288198E-3	7.140510E+2	2.856540E-2
5.171270E+0	0.000000E+0	7.592594E+1	-8.836408E-2	7.138351E+2	4.607218E-3
5.170140E+0	0.000000E+0	7.586795E+1	9.998041E-3	7.139317E+2	2.534564E-2
5.169080E+0	0.000000E+0	7.584900E+1	-8.070800E-2	7.136226E+2	1.605988E-2
5.168120E+0	0.000000E+0	7.572725E+1	-1.400551E-1	7.132705E+2	2.487247E-2
5.167060E+0	0.000000E+0	7.572936E+1	-1.857176E-1	7.127375E+2	-8.809973E-4
5.165920E+0	0.000000E+0	7.554850E+1	-1.648556E-1	7.127139E+2	1.249557E-2
5.165270E+0	0.000000E+0	7.547178E+1	-1.348016E-1	7.122693E+2	6.620394E-3
5.164130E+0	0.000000E+0	7.536220E+1	-1.613193E-1	7.121702E+2	3.560184E-2
5.163220E+0	0.000000E+0	7.535501E+1	-4.970602E-2	7.124529E+2	2.396534E-2
5.162310E+0	0.000000E+0	7.524654E+1	-6.003899E-2	7.122751E+2	5.113523E-2
5.161430E+0	0.000000E+0	7.532981E+1	-7.505616E-2	7.121281E+2	5.449396E-2
5.160500E+0	0.000000E+0	7.530035E+1	3.495423E-3	7.120519E+2	4.259356E-2
5.159490E+0	0.000000E+0	7.529241E+1	5.122223E-2	7.121478E+2	2.768755E-2
5.158400E+0	0.000000E+0	7.531099E+1	-5.607346E-2	7.117482E+2	2.814118E-2
5.157490E+0	0.000000E+0	7.527683E+1	-3.960923E-3	7.117148E+2	1.793481E-2
5.156530E+0	0.000000E+0	7.531140E+1	-3.032335E-2	7.113970E+2	2.845717E-2
5.155550E+0	0.000000E+0	7.525986E+1	-4.743557E-2	7.112985E+2	5.094580E-2
5.154740E+0	0.000000E+0	7.520162E+1	-8.629682E-2	7.109493E+2	4.462296E-2
5.153580E+0	0.000000E+0	7.510768E+1	-5.639850E-2	7.111011E+2	6.296273E-2
5.152550E+0	0.000000E+0	7.502996E+1	-3.822394E-2	7.110949E+2	4.994842E-2
5.151560E+0	0.000000E+0	7.501158E+1	-4.818897E-2	7.108015E+2	5.736796E-2
5.150530E+0	0.000000E+0	7.490207E+1	-1.759230E-2	7.105970E+2	5.763377E-2
5.149570E+0	0.000000E+0	7.491044E+1	-5.700733E-2	7.104127E+2	3.482207E-2
5.148610E+0	0.000000E+0	7.481091E+1	-1.968039E-2	7.106600E+2	4.242705E-2
5.147650E+0	0.000000E+0	7.485242E+1	2.477108E-3	7.104440E+2	4.108755E-2
5.146940E+0	0.000000E+0	7.482776E+1	6.801603E-2	7.102564E+2	2.649092E-2
5.145980E+0	0.000000E+0	7.474852E+1	-1.654909E-2	7.099348E+2	1.441758E-2
5.144900E+0	0.000000E+0	7.479597E+1	9.663547E-3	7.099223E+2	2.356186E-2
5.144190E+0	0.000000E+0	7.483270E+1	-3.958769E-2	7.095844E+2	2.297877E-2
5.143010E+0	0.000000E+0	7.470432E+1	-5.951114E-2	7.094406E+2	2.515869E-2
5.142020E+0	0.000000E+0	7.467359E+1	-1.395502E-1	7.091872E+2	2.356970E-2
5.140940E+0	0.000000E+0	7.458888E+1	-1.622776E-1	7.089795E+2	3.534563E-2
5.139980E+0	0.000000E+0	7.443221E+1	-9.747154E-2	7.090609E+2	2.627988E-2
5.139090E+0	0.000000E+0	7.441044E+1	-1.397865E-1	7.085431E+2	2.177747E-2
5.138030E+0	0.000000E+0	7.427795E+1	-1.567623E-1	7.083425E+2	7.293016E-2
5.137120E+0	0.000000E+0	7.419966E+1	-4.198323E-2	7.081074E+2	5.417204E-2
5.135910E+0	0.000000E+0	7.414477E+1	9.517406E-3	7.081462E+2	5.727074E-2
5.135030E+0	0.000000E+0	7.420132E+1	2.350520E-2	7.083198E+2	4.554314E-2
5.134100E+0	0.000000E+0	7.421829E+1	9.005741E-2	7.082443E+2	3.299018E-2
5.133040E+0	0.000000E+0	7.427137E+1	4.735407E-2	7.078452E+2	6.645697E-3
5.131980E+0	0.000000E+0	7.423992E+1	1.712016E-2	7.076997E+2	1.849405E-2
5.130970E+0	0.000000E+0	7.424579E+1	-4.929216E-2	7.076666E+2	3.490588E-2
5.129930E+0	0.000000E+0	7.408324E+1	-5.588246E-2	7.073274E+2	4.059408E-3
