Measurement started: 15:44:39.071 29.05.2019
ended: 16:31:27.915 29.05.2019
Measurement Current was 2.000E-6A
Field [T]	Gate [V]	LI#1(Rxx) [Ohm]	Phase#1 [°]	LI#2(Rxy) [Ohm]	Phase#2 [°]	
-5.244770E+0	0.000000E+0	8.450404E+1	-2.601568E-2	7.130739E+2	2.213962E-2
-5.243350E+0	0.000000E+0	8.448858E+1	-1.344041E-1	7.131918E+2	1.804635E-2
-5.242120E+0	0.000000E+0	8.434864E+1	-5.548617E-2	7.132592E+2	-5.859412E-3
-5.240960E+0	0.000000E+0	8.446395E+1	5.136250E-3	7.127229E+2	2.841924E-2
-5.239770E+0	0.000000E+0	8.440575E+1	-4.703529E-2	7.131172E+2	5.503864E-2
-5.238530E+0	0.000000E+0	8.435787E+1	3.242071E-2	7.129999E+2	5.186464E-2
-5.237350E+0	0.000000E+0	8.440440E+1	4.825341E-2	7.130166E+2	9.118471E-2
-5.236290E+0	0.000000E+0	8.426500E+1	4.664318E-2	7.130992E+2	7.800873E-2
-5.234920E+0	0.000000E+0	8.428317E+1	1.200806E-1	7.129701E+2	8.854123E-2
-5.233790E+0	0.000000E+0	8.425413E+1	1.097373E-1	7.127995E+2	1.354768E-1
-5.232500E+0	0.000000E+0	8.413154E+1	1.510959E-1	7.127182E+2	1.344084E-1
-5.231340E+0	0.000000E+0	8.413039E+1	1.404646E-1	7.123702E+2	1.408590E-1
-5.230130E+0	0.000000E+0	8.389961E+1	1.105077E-1	7.120480E+2	1.548658E-1
-5.228820E+0	0.000000E+0	8.385770E+1	2.011284E-1	7.116388E+2	1.574819E-1
-5.227660E+0	0.000000E+0	8.387424E+1	1.640180E-1	7.111524E+2	1.806756E-1
-5.226520E+0	0.000000E+0	8.371365E+1	1.558809E-1	7.108572E+2	1.610690E-1
-5.225110E+0	0.000000E+0	8.374029E+1	2.018262E-1	7.105524E+2	1.662131E-1
-5.224100E+0	0.000000E+0	8.366919E+1	1.394674E-1	7.102760E+2	1.707801E-1
-5.222890E+0	0.000000E+0	8.351894E+1	2.025223E-1	7.100012E+2	1.748415E-1
-5.221720E+0	0.000000E+0	8.356187E+1	1.587943E-1	7.096220E+2	1.810685E-1
-5.220410E+0	0.000000E+0	8.339412E+1	1.220683E-1	7.092506E+2	1.836650E-1
-5.219200E+0	0.000000E+0	8.338998E+1	1.472114E-1	7.088242E+2	1.681814E-1
-5.218010E+0	0.000000E+0	8.340228E+1	1.103842E-1	7.088714E+2	1.748135E-1
-5.216850E+0	0.000000E+0	8.325790E+1	1.431085E-1	7.084833E+2	1.599311E-1
-5.215670E+0	0.000000E+0	8.329014E+1	7.391799E-2	7.082592E+2	1.494283E-1
-5.214410E+0	0.000000E+0	8.313848E+1	-2.358198E-2	7.080915E+2	1.049426E-1
-5.213170E+0	0.000000E+0	8.309905E+1	1.303083E-2	7.075541E+2	6.906351E-2
-5.211960E+0	0.000000E+0	8.317057E+1	-4.242273E-2	7.075749E+2	1.230370E-1
-5.210720E+0	0.000000E+0	8.299740E+1	-9.395786E-2	7.075211E+2	6.981670E-2
-5.209430E+0	0.000000E+0	8.308803E+1	-3.264410E-2	7.069339E+2	5.856467E-2
-5.208170E+0	0.000000E+0	8.298070E+1	-9.841088E-2	7.068045E+2	5.989882E-2
-5.204360E+0	0.000000E+0	8.287820E+1	-9.054493E-2	7.065868E+2	2.368307E-2
-5.203170E+0	0.000000E+0	8.291843E+1	-6.228368E-2	7.063538E+2	8.329315E-3
-5.201860E+0	0.000000E+0	8.284665E+1	-9.991847E-2	7.065103E+2	1.601387E-2
-5.200570E+0	0.000000E+0	8.279087E+1	-3.382428E-2	7.060322E+2	1.566765E-2
-5.199390E+0	0.000000E+0	8.287993E+1	-6.409541E-2	7.064193E+2	2.484849E-2
-5.198150E+0	0.000000E+0	8.273457E+1	-3.509142E-4	7.066878E+2	3.102428E-2
-5.196990E+0	0.000000E+0	8.274404E+1	2.536100E-2	7.060636E+2	5.409171E-2
-5.195750E+0	0.000000E+0	8.266467E+1	-7.277807E-3	7.063156E+2	6.851279E-2
-5.194540E+0	0.000000E+0	8.260033E+1	4.960720E-2	7.062407E+2	5.286101E-2
-5.193130E+0	0.000000E+0	8.265305E+1	6.269569E-2	7.061399E+2	8.592488E-2
-5.192020E+0	0.000000E+0	8.253943E+1	6.703084E-2	7.063277E+2	1.030589E-1
-5.190780E+0	0.000000E+0	8.245570E+1	1.267311E-1	7.060408E+2	8.334817E-2
-5.189550E+0	0.000000E+0	8.238976E+1	6.837777E-2	7.055728E+2	1.051170E-1
-5.188310E+0	0.000000E+0	8.224989E+1	1.356949E-1	7.053694E+2	1.157554E-1
-5.187120E+0	0.000000E+0	8.221443E+1	1.563922E-1	7.052238E+2	1.326167E-1
-5.185810E+0	0.000000E+0	8.207447E+1	1.249564E-1	7.046368E+2	1.541310E-1
-5.184620E+0	0.000000E+0	8.195215E+1	2.157213E-1	7.046039E+2	1.619301E-1
-5.183290E+0	0.000000E+0	8.191585E+1	1.197633E-1	7.041742E+2	1.900495E-1
-5.181820E+0	0.000000E+0	8.168981E+1	1.680532E-1	7.036778E+2	1.721687E-1
-5.180840E+0	0.000000E+0	8.166936E+1	2.009152E-1	7.029600E+2	1.907546E-1
-5.179580E+0	0.000000E+0	8.153358E+1	1.138176E-1	7.024638E+2	1.957131E-1
-5.178290E+0	0.000000E+0	8.135403E+1	1.405878E-1	7.014010E+2	1.903394E-1
-5.177000E+0	0.000000E+0	8.138951E+1	7.463897E-2	7.014204E+2	1.788838E-1
-5.175790E+0	0.000000E+0	8.127485E+1	3.355513E-2	7.012282E+2	1.352960E-1
-5.174480E+0	0.000000E+0	8.127597E+1	3.222895E-2	7.007491E+2	1.289986E-1
-5.173190E+0	0.000000E+0	8.112268E+1	-1.390362E-2	7.008419E+2	1.264665E-1
-5.171930E+0	0.000000E+0	8.110625E+1	-9.535460E-3	7.005224E+2	8.209543E-2
-5.170640E+0	0.000000E+0	8.110288E+1	-5.794269E-2	7.002484E+2	6.142791E-2
-5.169350E+0	0.000000E+0	8.098541E+1	-3.908783E-2	7.001452E+2	5.325154E-2
-5.168020E+0	0.000000E+0	8.105515E+1	-3.422007E-2	7.003941E+2	3.627951E-2
-5.166760E+0	0.000000E+0	8.099109E+1	-1.257845E-1	7.005810E+2	3.202807E-2
-5.165420E+0	0.000000E+0	8.090562E+1	-3.450735E-2	7.004397E+2	1.040085E-2
-5.164130E+0	0.000000E+0	8.095871E+1	-7.960209E-2	7.004120E+2	3.100740E-2
-5.162920E+0	0.000000E+0	8.085341E+1	-7.588501E-2	7.005088E+2	1.091896E-2
-5.161610E+0	0.000000E+0	8.088558E+1	2.816448E-2	7.002902E+2	2.969468E-2
-5.160320E+0	0.000000E+0	8.085404E+1	-1.288746E-2	7.006398E+2	4.630424E-2
-5.158980E+0	0.000000E+0	8.069740E+1	9.480233E-2	7.002208E+2	5.670641E-2
-5.157690E+0	0.000000E+0	8.076810E+1	9.689092E-2	7.001742E+2	8.399175E-2
-5.156410E+0	0.000000E+0	8.055542E+1	1.123024E-1	7.003743E+2	9.276205E-2
-5.155250E+0	0.000000E+0	8.053845E+1	1.312796E-1	6.997332E+2	1.146579E-1
-5.153860E+0	0.000000E+0	8.037129E+1	1.580923E-1	6.994627E+2	1.538423E-1
-5.152550E+0	0.000000E+0	8.026660E+1	2.177002E-1	6.990800E+2	1.842019E-1
-5.151310E+0	0.000000E+0	8.022144E+1	2.062551E-1	6.987817E+2	1.939334E-1
-5.149900E+0	0.000000E+0	8.000879E+1	2.164829E-1	6.985843E+2	1.908697E-1
-5.148790E+0	0.000000E+0	7.999470E+1	2.710553E-1	6.978250E+2	2.373267E-1
-5.147370E+0	0.000000E+0	7.985784E+1	1.573868E-1	6.978055E+2	2.276641E-1
-5.146160E+0	0.000000E+0	7.977610E+1	2.005069E-1	6.967924E+2	2.260830E-1
-5.144900E+0	0.000000E+0	7.966458E+1	5.378374E-2	6.967048E+2	2.062716E-1
-5.143640E+0	0.000000E+0	7.954474E+1	7.445442E-2	6.963877E+2	1.581812E-1
-5.142320E+0	0.000000E+0	7.957454E+1	1.399223E-3	6.958553E+2	1.427563E-1
-5.141060E+0	0.000000E+0	7.943829E+1	-2.802135E-2	6.956950E+2	1.134337E-1
-5.139900E+0	0.000000E+0	7.940715E+1	1.411927E-2	6.950762E+2	9.405663E-2
-5.138640E+0	0.000000E+0	7.934511E+1	-6.083755E-2	6.953557E+2	6.697664E-2
-5.137330E+0	0.000000E+0	7.924700E+1	-4.390091E-2	6.946350E+2	5.472543E-2
-5.136040E+0	0.000000E+0	7.936327E+1	-7.088326E-2	6.952460E+2	4.039406E-2
-5.134630E+0	0.000000E+0	7.927386E+1	-1.036073E-1	6.955245E+2	-4.272799E-3
-5.133440E+0	0.000000E+0	7.932912E+1	-4.740151E-2	6.952950E+2	3.323753E-3
-5.132250E+0	0.000000E+0	7.927543E+1	-1.250200E-1	6.955984E+2	-1.405789E-2
-5.130920E+0	0.000000E+0	7.907603E+1	2.869404E-2	6.952130E+2	-1.207479E-2
-5.129550E+0	0.000000E+0	7.920708E+1	5.630077E-2	6.951847E+2	6.575926E-2
-5.128320E+0	0.000000E+0	7.900862E+1	3.528526E-2	6.955401E+2	6.322594E-2
-5.126880E+0	0.000000E+0	7.901535E+1	1.563903E-1	6.953056E+2	8.879579E-2
-5.125620E+0	0.000000E+0	7.891993E+1	1.095141E-1	6.954455E+2	1.131522E-1
-5.124430E+0	0.000000E+0	7.874620E+1	1.800891E-1	6.949729E+2	1.127705E-1
-5.123220E+0	0.000000E+0	7.871843E+1	2.256374E-1	6.946343E+2	1.746333E-1
-5.121860E+0	0.000000E+0	7.846956E+1	1.858944E-1	6.945191E+2	1.746737E-1
-5.120470E+0	0.000000E+0	7.842664E+1	2.781916E-1	6.938532E+2	2.051371E-1
-5.119210E+0	0.000000E+0	7.831099E+1	1.303457E-1	6.936737E+2	1.952637E-1
-5.117920E+0	0.000000E+0	7.811098E+1	2.316176E-1	6.929648E+2	1.927233E-1
-5.116730E+0	0.000000E+0	7.803572E+1	1.546721E-1	6.926103E+2	2.135876E-1
-5.115570E+0	0.000000E+0	7.786445E+1	1.441781E-1	6.920708E+2	2.070650E-1
-5.114330E+0	0.000000E+0	7.771864E+1	1.757177E-1	6.913307E+2	1.987194E-1
-5.113000E+0	0.000000E+0	7.767409E+1	1.440272E-2	6.909511E+2	1.719119E-1
-5.111760E+0	0.000000E+0	7.752687E+1	8.815588E-2	6.901848E+2	1.426651E-1
-5.110120E+0	0.000000E+0	7.763539E+1	-3.391868E-2	6.904051E+2	1.423333E-1
-5.109160E+0	0.000000E+0	7.739614E+1	-3.997787E-2	6.901243E+2	7.899635E-2
-5.107850E+0	0.000000E+0	7.746210E+1	-8.099352E-2	6.897661E+2	6.286234E-2
-5.106590E+0	0.000000E+0	7.739936E+1	-1.385079E-1	6.900700E+2	2.181666E-2
-5.105270E+0	0.000000E+0	7.733180E+1	-7.878900E-2	6.898592E+2	1.065917E-3
-5.104040E+0	0.000000E+0	7.740957E+1	-1.102819E-1	6.898409E+2	3.883725E-3
-5.102830E+0	0.000000E+0	7.721331E+1	-1.193685E-1	6.898245E+2	-3.209056E-3
-5.101540E+0	0.000000E+0	7.729737E+1	-4.317408E-2	6.898276E+2	2.895998E-2
-5.100300E+0	0.000000E+0	7.712824E+1	-1.073648E-1	6.902929E+2	3.121464E-2
-5.098910E+0	0.000000E+0	7.707351E+1	2.810112E-2	6.899574E+2	3.559226E-2
-5.097600E+0	0.000000E+0	7.703013E+1	-6.834841E-2	6.902773E+2	2.616502E-2
-5.096310E+0	0.000000E+0	7.687075E+1	1.160684E-2	6.897982E+2	3.504166E-2
-5.094980E+0	0.000000E+0	7.687268E+1	1.915704E-2	6.901973E+2	4.356456E-2
-5.093710E+0	0.000000E+0	7.668813E+1	6.053104E-2	6.900574E+2	5.175732E-2
-5.092480E+0	0.000000E+0	7.665922E+1	1.865400E-1	6.896308E+2	9.566749E-2
-5.091190E+0	0.000000E+0	7.656446E+1	8.926537E-2	6.896653E+2	1.222884E-1
-5.089750E+0	0.000000E+0	7.632383E+1	2.197567E-1	6.888257E+2	1.509552E-1
-5.088520E+0	0.000000E+0	7.630032E+1	2.085570E-1	6.887315E+2	1.905726E-1
-5.087300E+0	0.000000E+0	7.609356E+1	2.526985E-1	6.886651E+2	1.907457E-1
-5.086020E+0	0.000000E+0	7.600743E+1	2.366034E-1	6.882363E+2	2.033749E-1
-5.084830E+0	0.000000E+0	7.581011E+1	1.433521E-1	6.876482E+2	1.897937E-1
-5.083320E+0	0.000000E+0	7.560484E+1	2.372809E-1	6.867561E+2	2.060966E-1
-5.082080E+0	0.000000E+0	7.552207E+1	1.405826E-1	6.865390E+2	2.153223E-1
-5.080770E+0	0.000000E+0	7.527927E+1	1.588412E-1	6.857457E+2	2.065756E-1
-5.079480E+0	0.000000E+0	7.532263E+1	1.238798E-1	6.854255E+2	1.877159E-1
-5.078340E+0	0.000000E+0	7.510178E+1	1.099966E-1	6.850917E+2	1.623203E-1
-5.077030E+0	0.000000E+0	7.511131E+1	7.948960E-2	6.849674E+2	1.660233E-1
-5.075590E+0	0.000000E+0	7.493780E+1	3.379521E-3	6.847283E+2	1.313320E-1
-5.074330E+0	0.000000E+0	7.490891E+1	1.554246E-2	6.838287E+2	1.256952E-1
-5.073140E+0	0.000000E+0	7.489549E+1	-6.340466E-2	6.842602E+2	8.998441E-2
-5.071960E+0	0.000000E+0	7.471678E+1	-7.823212E-2	6.841064E+2	5.522682E-2
-5.070570E+0	0.000000E+0	7.478068E+1	-6.203321E-2	6.841443E+2	4.445316E-2
-5.069410E+0	0.000000E+0	7.456882E+1	-1.089464E-1	6.841342E+2	2.810884E-2
-5.068170E+0	0.000000E+0	7.458899E+1	-2.797835E-2	6.839649E+2	3.511914E-2
-5.066890E+0	0.000000E+0	7.449600E+1	-7.709439E-2	6.842917E+2	3.067883E-2
-5.065720E+0	0.000000E+0	7.442999E+1	-4.010317E-2	6.842305E+2	2.185984E-2
-5.064360E+0	0.000000E+0	7.441210E+1	3.114419E-3	6.843700E+2	3.648877E-2
-5.062920E+0	0.000000E+0	7.421594E+1	3.473841E-2	6.843624E+2	4.352368E-2
-5.061710E+0	0.000000E+0	7.417018E+1	4.849776E-2	6.841364E+2	5.584042E-2
-5.060420E+0	0.000000E+0	7.397848E+1	4.094412E-2	6.843035E+2	5.550455E-2
-5.059210E+0	0.000000E+0	7.386539E+1	1.845820E-1	6.836253E+2	1.036598E-1
-5.058030E+0	0.000000E+0	7.378978E+1	1.473135E-1	6.835386E+2	1.602953E-1
-5.056740E+0	0.000000E+0	7.361889E+1	1.610609E-1	6.832736E+2	1.344972E-1
-5.055430E+0	0.000000E+0	7.353790E+1	2.053906E-1	6.829942E+2	1.378348E-1
