1205.5599911772	841
1206.75301393864	841
1207.94583983287	841
1209.13846889606	839
1210.3309011644	842
1211.52313667407	842
1212.71517546124	840
1213.90701756207	839
1215.09866301271	840
1216.29011184929	838
1217.48136410796	839
1218.67241982484	839
1219.86327903604	841
1221.05394177768	839
1222.24440808585	841
1223.43467799665	842
1224.62475154616	839
1225.81462877046	838
1227.00430970561	840
1228.19379438767	841
1229.38308285269	842
1230.57217513673	839
1231.76107127579	840
1232.94977130592	840
1234.13827526314	838
1235.32658318344	840
1236.51469510282	840
1237.70261105729	842
1238.89033108283	843
1240.07785521541	844
1241.26518349099	839
1242.45231594553	841
1243.639252615	839
1244.82599353532	838
1246.01253874243	842
1247.19888827226	840
1248.38504216072	838
1249.57100044373	839
1250.75676315718	840
1251.94233033696	839
1253.12770201896	839
1254.31287823906	839
1255.49785903312	839
1256.682644437	839
1257.86723448654	839
1259.05162921761	838
1260.23582866602	840
1261.41983286761	839
1262.60364185819	838
1263.78725567356	839
1264.97067434954	842
1266.15389792191	838
1267.33692642646	840
1268.51975989897	837
1269.7023983752	839
1270.88484189091	839
1272.06709048185	838
1273.24914418377	841
1274.43100303241	840
1275.61266706348	842
1276.7941363127	840
1277.9754108158	840
1279.15649060846	838
1280.33737572638	841
1281.51806620525	838
1282.69856208075	843
1283.87886338854	840
1285.05897016428	839
1286.23888244363	839
1287.41860026223	838
1288.59812365572	839
1289.77745265973	843
1290.95658730986	839
1292.13552764175	840
1293.31427369098	839
1294.49282549315	839
1295.67118308386	841
1296.84934649867	839
1298.02731577317	839
1299.2050909429	841
1300.38267204343	842
1301.5600591103	839
1302.73725217905	844
1303.91425128521	839
1305.09105646429	839
1306.26766775182	842
1307.4440851833	838
1308.62030879422	839
1309.79633862006	838
1310.97217469633	839
1312.14781705847	842
1313.32326574196	838
1314.49852078226	839
1315.6735822148	839
1316.84845007504	842
1318.0231243984	840
1319.1976052203	838
1320.37189257616	841
1321.54598650139	837
1322.71988703138	837
1323.89359420153	840
1325.06710804722	840
