321.6969E-12;50.0000E-3;-28.0903E-12;000.0000E+0;254.8268E-12;300.0000E-3;-32.3515E-12;000.0000E+0;123.6105E-12;550.0000E-3;-36.1988E-12;000.0000E+0;187.9570E-12;800.0000E-3;-39.8763E-12;000.0000E+0;296.4629E-12;1.0500E+0;-42.8133E-12;000.0000E+0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189.2186E-12;50.0000E-3;796.8300E-12;5.0000E-3;214.0321E-12;300.0000E-3;910.1611E-12;5.0000E-3;231.6958E-12;550.0000E-3;989.4986E-12;5.0000E-3;152.2091E-12;800.0000E-3;1.0650E-9;5.0000E-3;204.7795E-12;1.0500E+0;1.1489E-9;5.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217.3965E-12;50.0000E-3;1.6254E-9;10.0000E-3;344.4072E-12;300.0000E-3;1.8541E-9;10.0000E-3;281.3225E-12;550.0000E-3;2.0123E-9;10.0000E-3;87.4421E-12;800.0000E-3;2.1628E-9;10.0000E-3;61.7875E-12;1.0500E+0;2.3153E-9;10.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186.2748E-12;50.0000E-3;2.4441E-9;15.0000E-3;345.2485E-12;300.0000E-3;2.7854E-9;15.0000E-3;275.8551E-12;550.0000E-3;3.0213E-9;15.0000E-3;130.3395E-12;800.0000E-3;3.2344E-9;15.0000E-3;199.7329E-12;1.0500E+0;3.4420E-9;15.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236.3221E-12;50.0000E-3;3.2512E-9;20.0000E-3;265.7616E-12;300.0000E-3;3.6907E-9;20.0000E-3;230.8547E-12;550.0000E-3;4.0053E-9;20.0000E-3;94.5917E-12;800.0000E-3;4.2621E-9;20.0000E-3;142.9565E-12;1.0500E+0;4.5688E-9;20.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284.6869E-12;50.0000E-3;4.0460E-9;25.0000E-3;339.7811E-12;300.0000E-3;4.5943E-9;25.0000E-3;176.1813E-12;550.0000E-3;4.9754E-9;25.0000E-3;174.4991E-12;800.0000E-3;5.3197E-9;25.0000E-3;38.6564E-12;1.0500E+0;5.6653E-9;25.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206.4620E-12;50.0000E-3;4.8285E-9;30.0000E-3;248.9391E-12;300.0000E-3;5.5034E-9;30.0000E-3;144.2182E-12;550.0000E-3;5.9372E-9;30.0000E-3;193.8449E-12;800.0000E-3;6.2828E-9;30.0000E-3;35.7125E-12;1.0500E+0;6.7092E-9;30.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273.3318E-12;50.0000E-3;5.6050E-9;35.0000E-3;312.8648E-12;300.0000E-3;6.3563E-9;35.0000E-3;176.1813E-12;550.0000E-3;6.8466E-9;35.0000E-3;178.7046E-12;800.0000E-3;7.3142E-9;35.0000E-3;-19.3816E-12;1.0500E+0;7.7018E-9;35.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279.2198E-12;50.0000E-3;6.3848E-9;40.0000E-3;360.3886E-12;300.0000E-3;7.1989E-9;40.0000E-3;153.0500E-12;550.0000E-3;7.7630E-9;40.0000E-3;194.6860E-12;800.0000E-3;8.2281E-9;40.0000E-3;150.9473E-12;1.0500E+0;8.7279E-9;40.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231.2752E-12;50.0000E-3;7.1330E-9;45.0000E-3;373.4264E-12;300.0000E-3;8.0425E-9;45.0000E-3;125.2929E-12;550.0000E-3;8.6551E-9;45.0000E-3;267.0233E-12;800.0000E-3;9.1799E-9;45.0000E-3;178.2841E-12;1.0500E+0;9.7224E-9;45.0000E-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
