2.0000000000000013,6.000000000000005,0.0
1.9898743621662318,5.939855828336815,0.05
1.9598060226450909,5.762666797613988,0.1
1.9101215166056396,5.475672088904924,0.15
1.8411209646769349,5.089621038489216,0.2
1.7537721398886124,4.621167163485284,0.25
1.6487973856532416,4.088427157624032,0.3
1.5273793516885232,3.5132641260693367,0.35000000000000003
1.3907037073500397,2.918498199946422,0.4
1.2401736397393175,2.3279577772405298,0.45
1.0773344094853405,1.7651585808656924,0.5
0.9037858022313969,1.2523689781646525,0.55
0.7212899317095027,0.809896571465274,0.6
0.5316629607087552,0.45517371373229426,0.65
0.33677479785403275,0.20214324228474856,0.7000000000000001
0.13856362957612486,0.06074280085819848,0.75
-0.06101184817049452,0.036513232888443936,0.8
-0.25998854321682907,0.13040233918254573,0.85
-0.4563979438332226,0.33872861537621196,0.9
-0.6482962018680586,0.6533162993450878,0.9500000000000001
-0.833785740339957,1.0618058802608135,1.0
-1.0110203053317999,1.5481116431095476,1.05
-1.1782275971289606,2.0930320214810565,1.1
-1.3337327153600194,2.6749918530269134,1.1500000000000001
-1.4759666716884707,3.2708699362816236,1.2
-1.6034842951074313,3.8569064838553047,1.25
-1.7149871038745752,4.40965907829995,1.3
-1.8093324056051245,4.906940732573358,1.35
-1.8855455643322845,5.32872329988477,1.4000000000000001
-1.942839307047129,5.657978550372311,1.45
-1.9806200382054029,5.881385003070575,1.5
-1.9984914651708667,5.9898804498179095,1.55
-1.9962678401634502,5.979061902511549,1.6
-1.9739745446228296,5.849371460192792,1.6500000000000001
-1.931840266285396,5.606062291698934,1.7
-1.870302858609029,5.258990825283518,1.75
-1.7900059498941765,4.8222079037836965,1.8
-1.6917738705213161,4.31333647200336,1.85
-1.576613963555883,3.7528416192792995,1.9000000000000001
-1.445730564635029,3.16328701814888,1.95
-1.3004108503530472,2.568125039513932,2.0
-1.1421782416057211,1.9912014217823284,2.05
-0.9725928106992486,1.455354173601642,2.1
-0.7933714932031739,0.9818222399995159,2.15
-0.6062992245432091,0.5892837288989259,2.2
-0.41323326968983654,0.29318629949976605,2.25
-0.216089257421013,0.10515786263753593,2.3000000000000003
-0.016815354538347666,0.032566614512823035,2.35
