250;0
290;0
330;1
370;3
410;1
450;3
490;2
530;2
570;1
610;0
650;0
690;0
730;1
770;3
810;2
850;5
890;3
930;1
970;1
1010;2
1050;0
1090;3
1130;1
1170;2
1210;5
1250;2
1290;2
1330;3
1370;5
1410;6
1450;2
1490;8
1530;7
1570;15
1610;16
1650;16
1690;14
1730;15
1770;12
1810;18
1850;16
1890;22
1930;17
1970;26
2000;18
