Raman shift DATA (1/cm)	CCD Counts DATA	Raman shift FIT (1/cm)	CCD Counts FIT
1336.791621	840	1336.791621	840.1015262	
1337.963011	840	1337.963011	840.2808992	
1339.134208	840	1339.134208	840.4983284	
1340.305212	838	1340.305212	840.7653205	
1341.476023	840	1341.476023	841.0980497	
1342.646641	842	1342.646641	841.5198074	
1343.817066	841	1343.817066	842.0650756	
1344.987299	842	1344.987299	842.7865634	
1346.157339	841	1346.157339	843.7679018	
1347.327186	841	1347.327186	845.1477189	
1348.496841	844	1348.496841	847.1679847	
1349.666303	846	1349.666303	850.2775178	
1350.835573	853	1350.835573	855.3689974	
1352.00465	864	1352.00465	864.3504654	
1353.173535	882	1353.173535	881.4545828	
1354.342227	920	1354.342227	914.3065063	
1355.510727	953	1355.510727	956.1888644	
1356.679034	946	1356.679034	946.8099134	
1357.847149	910	1357.847149	903.4767879	
1359.015072	873	1359.015072	875.6527453	
1360.182803	860	1360.182803	861.3760851	
1361.350341	852	1361.350341	853.7332245	
1362.517687	845	1362.517687	849.306575	
1363.684841	845	1363.684841	846.553269	
1364.851803	840	1364.851803	844.7377506	
1366.018573	846	1366.018573	843.4828072	
1367.18515	840	1367.18515	842.5814725	
1368.351536	842	1368.351536	841.9133835	
1369.51773	841	1369.51773	841.4050008	
1370.683731	841	1370.683731	841.0094727	
1371.849541	840	1371.849541	840.6958639	
1373.015159	840	1373.015159	840.4431112	
1374.180585	841	1374.180585	840.2364853	
1375.345819	841	1375.345819	840.0654432	
1376.510862	841	1376.510862	839.922282	
1377.675712	841	1377.675712	839.8012703	
1378.840371	840	1378.840371	839.6980736	
1380.004839	838	1380.004839	839.6093661	
1381.169115	839	1381.169115	839.5325616	
