Raman shift DATA (1/cm)	CCD Counts DATA	Raman shift FIT (1/cm)	CCD Counts FIT
1382.333199	840	1382.333199	839.4656254	
1383.497091	840	1383.497091	839.406939	
1384.660792	839	1384.660792	839.3552021	
1385.824302	839	1385.824302	839.3093604	
1386.98762	839	1386.98762	839.268552	
1388.150746	840	1388.150746	839.2320669	
1389.313682	838	1389.313682	839.1993158	
1390.476426	840	1390.476426	839.1698064	
1391.638978	839	1391.638978	839.1431248	
1392.801339	838	1392.801339	839.1189212	
1393.96351	838	1393.96351	839.0968981	
1395.125488	839	1395.125488	839.0768013	
1396.287276	838	1396.287276	839.0584127	
1397.448872	839	1397.448872	839.0415441	
1398.610278	840	1398.610278	839.0260326	
1399.771492	838	1399.771492	839.0117363	
1400.932515	839	1400.932515	838.9985316	
1402.093348	840	1402.093348	838.9863102	
1403.253989	840	1403.253989	838.9749768	
1404.414439	839	1404.414439	838.9644474	
1405.574699	839	1405.574699	838.9546478	
1406.734767	838	1406.734767	838.9455119	
1407.894645	840	1407.894645	838.9369813	
1409.054332	838	1409.054332	838.9290036	
1410.213828	841	1410.213828	838.921532	
1411.373134	841	1411.373134	838.9145246	
1412.532248	838	1412.532248	838.9079437	
1413.691173	839	1413.691173	838.9017553	
1414.849906	838	1414.849906	838.895929	
1416.008449	838	1416.008449	838.8904369	
1417.166801	839	1417.166801	838.8852539	
1418.324963	839	1418.324963	838.8803574	
1419.482934	839	1419.482934	838.8757265	
1420.640715	841	1420.640715	838.8713424	
1421.798306	840	1421.798306	838.8671878	
1422.955706	838	1422.955706	838.863247	
1424.112915	838	1424.112915	838.8595056	
1425.269935	839	1425.269935	838.8559503	
1426.426764	839	1426.426764	838.8525689	
1427.583403	839	1427.583403	838.8493504	
1428.739852	841	1428.739852	838.8462844	
1429.89611	838	1429.89611	838.8433614	
1431.052179	840	1431.052179	838.8405727	
1432.208057	838	1432.208057	838.8379101	
1433.363745	839	1433.363745	838.8353662	
1434.519243	840	1434.519243	838.832934	
1435.674551	839	1435.674551	838.830607	
1436.82967	840	1436.82967	838.8283793	
1437.984598	839	1437.984598	838.8262453	
1439.139336	838	1439.139336	838.8241998	
1440.293885	839	1440.293885	838.822238	
1441.448243	839	1441.448243	838.8203554	
1442.602412	841	1442.602412	838.8185477	
1443.756391	840	1443.756391	838.816811	
1444.910181	840	1444.910181	838.8151417	
1446.063781	841	1446.063781	838.8135363	
1447.217191	840	1447.217191	838.8119916	
1448.370411	839	1448.370411	838.8105046	
1449.523442	840	1449.523442	838.8090724	
1450.676283	838	1450.676283	nan	
1451.828935	840	1451.828935	nan	
1452.981397	839	1452.981397	nan	
1454.13367	838	1454.13367	nan	
1455.285754	840	1455.285754	nan	
1456.437648	840	1456.437648	nan	
1457.589353	840	1457.589353	nan	
1458.740868	840	1458.740868	nan	
1459.892194	840	1459.892194	nan	
1461.043331	840	1461.043331	nan	
1462.194279	840	1462.194279	nan	
1463.345037	839	1463.345037	nan	
1464.495607	839	1464.495607	nan	
1465.645987	840	1465.645987	839.1923529	
1466.796178	841	1466.796178	839.1933054	
1467.946181	839	1467.946181	839.1942866	
1469.095994	840	1469.095994	839.1952976	
1470.245618	841	1470.245618	839.1963397	
1471.395053	840	1471.395053	839.1974142	
1472.5443	838	1472.5443	839.1985224	
1473.693357	839	1473.693357	839.1996657	
1474.842226	837	1474.842226	839.2008457	
1475.990906	839	1475.990906	839.2020639	
1477.139397	840	1477.139397	839.203322	
1478.287699	840	1478.287699	839.2046217	
1479.435813	838	1479.435813	839.2059649	
1480.583738	840	1480.583738	839.2073536	
1481.731475	840	1481.731475	839.2087897	
1482.879023	839	1482.879023	839.2102756	
1484.026382	839	1484.026382	839.2118135	
1485.173553	839	1485.173553	839.2134059	
1486.320535	840	1486.320535	839.2150553	
1487.467329	841	1487.467329	839.2167646	
1488.613934	840	1488.613934	839.2185366	
1489.760352	839	1489.760352	839.2203745	
1490.90658	840	1490.90658	839.2222815	
1492.052621	840	1492.052621	839.2242612	
1493.198473	840	1493.198473	839.2263172	
1494.344137	840	1494.344137	839.2284536	
1495.489612	839	1495.489612	839.2306745	
1496.6349	838	1496.6349	839.2329846	
1497.779999	839	1497.779999	839.2353885	
1498.924911	838	1498.924911	839.2378915	
1500.069634	841	1500.069634	839.2404991	
1501.214169	838	1501.214169	839.2432171	
1502.358516	840	1502.358516	839.2460519	
1503.502675	838	1503.502675	839.2490102	
1504.646646	840	1504.646646	839.2520992	
1505.79043	841	1505.79043	839.2553269	
1506.934025	838	1506.934025	839.2587016	
1508.077433	839	1508.077433	839.2622322	
1509.220653	839	1509.220653	839.2659287	
1510.363685	838	1510.363685	839.2698014	
1511.506529	839	1511.506529	839.2738617	
1512.649186	839	1512.649186	839.278122	
1513.791655	837	1513.791655	839.2825954	
1514.933936	840	1514.933936	839.2872965	
1516.07603	841	1516.07603	839.2922409	
1517.217936	840	1517.217936	839.2974456	
1518.359655	838	1518.359655	839.3029292	
1519.501186	839	1519.501186	839.3087119	
1520.642529	840	1520.642529	839.3148157	
1521.783686	838	1521.783686	839.3212647	
1522.924655	838	1522.924655	839.3280856	
1524.065436	839	1524.065436	839.3353071	
1525.20603	840	1525.20603	839.3429614	
1526.346437	840	1526.346437	839.3510834	
1527.486657	839	1527.486657	839.3597119	
1528.626689	838	1528.626689	839.3688898	
1529.766534	839	1529.766534	839.3786645	
1530.906193	839	1530.906193	839.3890886	
1532.045664	839	1532.045664	839.4002207	
1533.184947	838	1533.184947	839.4121261	
1534.324044	842	1534.324044	839.4248777	
1535.462954	839	1535.462954	839.4385572	
1536.601677	839	1536.601677	839.4532563	
1537.740213	840	1537.740213	839.4690784	
1538.878562	839	1538.878562	839.4861402	
1540.016724	840	1540.016724	839.5045737	
1541.154699	838	1541.154699	839.5245291	
1542.292487	839	1542.292487	839.5461774	
1543.430089	838	1543.430089	839.5697142	
1544.567504	839	1544.567504	839.595364	
1545.704732	839	1545.704732	839.6233853	
1546.841774	839	1546.841774	839.654077	
1547.978628	841	1547.978628	839.6877865	
1549.115297	840	1549.115297	839.7249186	
1550.251778	840	1550.251778	839.7659476	
1551.388073	840	1551.388073	839.8114323	
1552.524182	840	1552.524182	839.8620337	
1553.660104	840	1553.660104	839.9185384	
1554.79584	840	1554.79584	839.981888	
1555.931389	840	1555.931389	840.0532165	
1557.066752	838	1557.066752	840.1338982	
1558.201929	841	1558.201929	840.2256107	
1559.336919	841	1559.336919	840.3304168	
1560.471723	838	1560.471723	840.4508725	
1561.606341	841	1561.606341	840.5901713	
1562.740772	840	1562.740772	840.7523382	
1563.875017	841	1563.875017	840.9424929	
1565.009077	839	1565.009077	841.167209	
1566.14295	841	1566.14295	841.435011	
1567.276637	840	1567.276637	841.7570615	
1568.410138	842	1568.410138	842.1481184	
1569.543453	841	1569.543453	842.6278598	
1570.676582	843	1570.676582	843.2226939	
1571.809525	844	1571.809525	843.968139	
1572.942282	845	1572.942282	844.9116862	
1574.074854	846	1574.074854	846.1154683	
1575.207239	847	1575.207239	847.6564035	
1576.339439	849	1576.339439	849.6174244	
1577.471453	854	1577.471453	852.0551198	
1578.603281	858	1578.603281	854.9187141	
1579.734923	857	1579.734923	857.9064353	
1580.86638	860	1580.86638	860.3452496	
1581.997651	857	1581.997651	861.3672644	
1583.128737	864	1583.128737	860.5167045	
1584.259637	859	1584.259637	858.178084	
1585.390352	856	1585.390352	855.2103519	
1586.520881	850	1586.520881	852.3191994	
1587.651224	851	1587.651224	849.8380402	
1588.781382	845	1588.781382	847.8344256	
1589.911355	848	1589.911355	846.2576277	
1591.041142	844	1591.041142	845.0254574	
1592.170744	844	1592.170744	844.0599716	
1593.300161	845	1593.300161	843.2976723	
1594.429392	844	1594.429392	842.6898484	
1595.558439	843	1595.558439	842.2000169	
1596.6873	842	1596.6873	841.8010436	
1597.815976	840	1597.815976	841.4727137	
1598.944466	841	1598.944466	841.1998752	
1600.072772	841	1600.072772	840.9710752	
1601.200892	840	1601.200892	840.7775742	
1602.328828	842	1602.328828	840.6126379	
1603.456579	842	1603.456579	840.4710257	
1604.584144	841	1604.584144	840.3486203	
1605.711525	840	1605.711525	840.2421575	
1606.838721	841	1606.838721	840.1490263	
1607.965731	840	1607.965731	840.067121	
1609.092557	839	1609.092557	839.9947301	
1610.219199	839	1610.219199	839.930452	
1611.345655	839	1611.345655	839.8731313	
1612.471927	841	1612.471927	839.8218087	
1613.598014	839	1613.598014	839.7756832	
1614.723917	839	1614.723917	839.7340821	
1615.849634	840	1615.849634	839.6964371	
1616.975168	841	1616.975168	839.6622656	
1618.100516	840	1618.100516	839.631156	
1619.22568	840	1619.22568	839.6027556	
1620.35066	839	1620.35066	839.5767604	
1621.475455	842	1621.475455	839.5529078	
1622.600066	842	1622.600066	839.5309701	
1623.724492	841	1623.724492	839.5107484	
1624.848734	841	1624.848734	839.4920694	
1625.972792	838	1625.972792	839.4747806	
1627.096665	838	1627.096665	839.458748	
1628.220354	840	1628.220354	839.4438532	
1629.343859	839	1629.343859	839.4299916	
1630.46718	839	1630.46718	839.4170699	
1631.590316	840	1631.590316	839.4050055	
1632.713269	839	1632.713269	839.3937243	
1633.836037	840	1633.836037	839.3831602	
1634.958621	841	1634.958621	839.3732538	
1636.081021	841	1636.081021	839.3639518	
1637.203238	840	1637.203238	839.3552062	
1638.32527	840	1638.32527	839.3469735	
1639.447118	841	1639.447118	839.3392145	
1640.568783	840	1640.568783	839.3318937	
1641.690263	838	1641.690263	839.3249786	
1642.81156	839	1642.81156	839.3184399	
1643.932673	839	1643.932673	839.3122509	
1645.053602	838	1645.053602	839.306387	
1646.174347	839	1646.174347	839.300826	
1647.294909	838	1647.294909	839.2955474	
1648.415287	840	1648.415287	839.2905323	
1649.535482	839	1649.535482	839.2857636	
1650.655493	840	1650.655493	839.2812254	
1651.77532	840	1651.77532	839.276903	
1652.894964	840	1652.894964	839.2727831	
1654.014424	838	1654.014424	839.2688532	
1655.133701	838	1655.133701	839.2651019	
1656.252794	839	1656.252794	839.2615183	
1657.371704	838	1657.371704	839.2580928	
1658.490431	840	1658.490431	839.2548161	
1659.608974	842	1659.608974	839.2516798	
1660.727334	840	1660.727334	839.248676	
1661.845511	839	1661.845511	839.2457972	
1662.963504	839	1662.963504	839.2430368	
1664.081314	838	1664.081314	839.2403882	
1665.198942	840	1665.198942	839.2378455	
1666.316386	839	1666.316386	839.2354031	
1667.433646	839	1667.433646	839.2330559	
1668.550724	839	1668.550724	839.230799	
1669.667619	839	1669.667619	839.2286277	
1670.784331	840	1670.784331	839.2265378	
1671.90086	840	1671.90086	839.2245254	
1673.017206	838	1673.017206	839.2225865	
1674.133368	838	1674.133368	839.2207177	
1675.249349	839	1675.249349	839.2189157	
1676.365146	840	1676.365146	839.2171772	
1677.48076	838	1677.48076	839.2154994	
1678.596192	839	1678.596192	839.2138794	
1679.711441	839	1679.711441	839.2123146	
1680.826507	839	1680.826507	839.2108026	
1681.941391	840	1681.941391	839.209341	
1683.056092	839	1683.056092	839.2079275	
1684.17061	841	1684.17061	839.2065601	
1685.284946	840	1685.284946	839.2052369	
1686.399099	837	1686.399099	839.2039558	
1687.51307	839	1687.51307	839.2027152	
1688.626858	840	1688.626858	839.2015133	
1689.740464	839	1689.740464	839.2003487	
1690.853887	838	1690.853887	839.1992196	
1691.967129	840	1691.967129	839.1981248	
1693.080187	839	1693.080187	839.1970628	
1694.193064	840	1694.193064	839.1960323	
1695.305758	838	1695.305758	839.1950321	
1696.41827	838	1696.41827	839.1940611	
1697.530599	839	1697.530599	839.193118	
1698.642747	838	1698.642747	839.1922019	
1699.754712	840	1699.754712	839.1913117	
1700.866495	839	1700.866495	839.1904465	
1701.978096	840	1701.978096	839.1896052	
1703.089516	841	1703.089516	839.1887871	
1704.200753	839	1704.200753	839.1879914	
1705.311808	839	1705.311808	nan	
1706.422681	840	1706.422681	nan	
1707.533372	839	1707.533372	nan	
1708.643882	838	1708.643882	nan	
1709.754209	839	1709.754209	nan	
1710.864355	840	1710.864355	nan	
1711.974319	837	1711.974319	nan	
1713.084101	839	1713.084101	nan	
1714.193701	838	1714.193701	nan	
1715.30312	839	1715.30312	nan	
1716.412357	839	1716.412357	nan	
1717.521413	839	1717.521413	nan	
1718.630287	838	1718.630287	nan	
1719.738979	839	1719.738979	nan	
1720.84749	839	1720.84749	nan	
1721.955819	838	1721.955819	nan	
1723.063967	839	1723.063967	nan	
1724.171933	838	1724.171933	nan	
1725.279719	841	1725.279719	nan	
1726.387322	839	1726.387322	nan	
1727.494745	841	1727.494745	nan	
1728.601986	838	1728.601986	nan	
1729.709046	839	1729.709046	nan	
1730.815924	838	1730.815924	nan	
1731.922622	840	1731.922622	nan	
1733.029138	837	1733.029138	nan	
1734.135473	839	1734.135473	nan	
1735.241627	838	1735.241627	nan	
1736.3476	841	1736.3476	nan	
1737.453392	840	1737.453392	nan	
1738.559003	839	1738.559003	nan	
1739.664433	840	1739.664433	nan	
1740.769682	837	1740.769682	nan	
1741.87475	839	1741.87475	nan	
1742.979637	840	1742.979637	nan	
1744.084343	839	1744.084343	nan	
1745.188869	840	1745.188869	nan	
1746.293214	839	1746.293214	nan	
1747.397378	839	1747.397378	nan	
1748.501361	839	1748.501361	nan	
1749.605164	840	1749.605164	nan	
1750.708786	839	1750.708786	nan	
1751.812228	841	1751.812228	nan	
1752.915488	839	1752.915488	nan	
1754.018569	839	1754.018569	nan	
1755.121469	838	1755.121469	nan	
1756.224188	840	1756.224188	nan	
1757.326727	840	1757.326727	nan	
1758.429085	838	1758.429085	nan	
1759.531263	838	1759.531263	nan	
1760.633261	839	1760.633261	nan	
1761.735079	840	1761.735079	nan	
1762.836716	840	1762.836716	nan	
1763.938173	838	1763.938173	nan	
1765.039449	838	1765.039449	nan	
1766.140546	839	1766.140546	nan	
1767.241462	839	1767.241462	nan	
1768.342198	838	1768.342198	nan	
1769.442755	839	1769.442755	nan	
1770.543131	840	1770.543131	nan	
1771.643327	841	1771.643327	nan	
1772.743343	840	1772.743343	nan	
1773.843179	839	1773.843179	nan	
1774.942835	839	1774.942835	nan	
1776.042311	838	1776.042311	nan	
1777.141608	839	1777.141608	nan	
1778.240724	839	1778.240724	nan	
1779.339661	839	1779.339661	nan	
1780.438418	838	1780.438418	nan	
1781.536995	840	1781.536995	nan	
1782.635393	840	1782.635393	nan	
1783.733611	838	1783.733611	nan	
1784.831649	838	1784.831649	nan	
1785.929508	839	1785.929508	nan	
1787.027187	840	1787.027187	nan	
1788.124686	839	1788.124686	nan	
1789.222006	838	1789.222006	nan	
1790.319147	838	1790.319147	nan	
1791.416108	838	1791.416108	nan	
1792.51289	839	1792.51289	nan	
1793.609492	838	1793.609492	nan	
1794.705915	840	1794.705915	nan	
1795.802159	838	1795.802159	nan	
1796.898223	840	1796.898223	nan	
1797.994108	839	1797.994108	nan	
1799.089814	839	1799.089814	nan	
1800.185341	840	1800.185341	nan	
1801.280688	840	1801.280688	nan	
1802.375857	838	1802.375857	nan	
1803.470846	839	1803.470846	nan	
1804.565656	838	1804.565656	nan	
1805.660288	839	1805.660288	nan	
1806.75474	838	1806.75474	nan	
1807.849013	838	1807.849013	nan	
1808.943108	839	1808.943108	nan	
1810.037023	840	1810.037023	nan	
1811.13076	838	1811.13076	nan	
1812.224317	839	1812.224317	nan	
1813.317696	839	1813.317696	nan	
1814.410897	840	1814.410897	nan	
1815.503918	838	1815.503918	nan	
1816.596761	839	1816.596761	nan	
1817.689425	838	1817.689425	nan	
1818.78191	838	1818.78191	nan	
1819.874217	839	1819.874217	nan	
1820.966345	840	1820.966345	nan	
1822.058295	840	1822.058295	nan	
1823.150066	839	1823.150066	nan	
1824.241659	838	1824.241659	nan	
1825.333073	840	1825.333073	nan	
1826.424309	838	1826.424309	nan	
1827.515367	840	1827.515367	nan	
1828.606246	839	1828.606246	nan	
1829.696947	839	1829.696947	nan	
1830.787469	838	1830.787469	nan	
1831.877813	839	1831.877813	nan	
1832.96798	840	1832.96798	nan	
1834.057967	838	1834.057967	nan	
1835.147777	839	1835.147777	nan	
1836.237409	840	1836.237409	nan	
1837.326862	839	1837.326862	nan	
1838.416137	837	1838.416137	nan	
1839.505235	839	1839.505235	nan	
1840.594154	839	1840.594154	nan	
1841.682896	839	1841.682896	nan	
1842.771459	838	1842.771459	nan	
1843.859845	837	1843.859845	nan	
1844.948052	840	1844.948052	nan	
1846.036082	839	1846.036082	nan	
1847.123934	838	1847.123934	nan	
1848.211608	839	1848.211608	nan	
1849.299105	839	1849.299105	nan	
1850.386424	840	1850.386424	nan	
1851.473565	838	1851.473565	nan	
1852.560528	839	1852.560528	nan	
1853.647314	839	1853.647314	nan	
1854.733922	840	1854.733922	nan	
1855.820353	839	1855.820353	nan	
1856.906606	839	1856.906606	nan	
1857.992682	840	1857.992682	nan	
1859.07858	838	1859.07858	nan	
1860.164301	839	1860.164301	nan	
1861.249844	840	1861.249844	nan	
1862.33521	837	1862.33521	nan	
1863.420399	839	1863.420399	nan	
1864.50541	840	1864.50541	nan	
1865.590244	838	1865.590244	nan	
1866.674901	839	1866.674901	nan	
1867.759381	838	1867.759381	nan	
1868.843683	841	1868.843683	nan	
1869.927809	839	1869.927809	nan	
1871.011757	839	1871.011757	nan	
1872.095528	839	1872.095528	nan	
1873.179122	840	1873.179122	nan	
1874.262539	840	1874.262539	nan	
1875.34578	838	1875.34578	nan	
1876.428843	838	1876.428843	nan	
1877.511729	838	1877.511729	nan	
1878.594438	839	1878.594438	nan	
1879.676971	839	1879.676971	nan	
1880.759327	840	1880.759327	nan	
1881.841505	838	1881.841505	nan	
1882.923508	839	1882.923508	nan	
1884.005333	839	1884.005333	nan	
1885.086982	840	1885.086982	nan	
1886.168454	838	1886.168454	nan	
1887.249749	840	1887.249749	nan	
1888.330868	840	1888.330868	nan	
1889.41181	837	1889.41181	nan	
1890.492576	840	1890.492576	nan	
1891.573165	840	1891.573165	nan	
1892.653578	840	1892.653578	nan	
1893.733814	839	1893.733814	nan	
1894.813874	839	1894.813874	nan	
1895.893757	839	1895.893757	nan	
1896.973464	840	1896.973464	nan	
1898.052995	838	1898.052995	nan	
1899.132349	839	1899.132349	nan	
1900.211528	840	1900.211528	nan	
1901.29053	840	1901.29053	nan	
1902.369355	838	1902.369355	nan	
1903.448005	839	1903.448005	nan	
1904.526479	838	1904.526479	nan	
1905.604776	838	1905.604776	nan	
1906.682897	839	1906.682897	nan	
1907.760843	839	1907.760843	nan	
1908.838612	837	1908.838612	nan	
1909.916205	838	1909.916205	nan	
1910.993623	838	1910.993623	nan	
1912.070864	840	1912.070864	nan	
1913.14793	839	1913.14793	nan	
1914.22482	839	1914.22482	nan	
1915.301533	839	1915.301533	nan	
1916.378072	838	1916.378072	nan	
1917.454434	840	1917.454434	nan	
1918.530621	839	1918.530621	nan	
1919.606632	839	1919.606632	nan	
1920.682467	840	1920.682467	nan	
1921.758127	839	1921.758127	nan	
1922.833611	839	1922.833611	nan	
1923.908919	837	1923.908919	nan	
1924.984052	838	1924.984052	nan	
1926.05901	839	1926.05901	nan	
1927.133792	839	1927.133792	nan	
1928.208398	838	1928.208398	nan	
1929.28283	838	1929.28283	nan	
1930.357085	840	1930.357085	nan	
1931.431166	839	1931.431166	nan	
1932.505071	838	1932.505071	nan	
1933.578801	837	1933.578801	nan	
1934.652355	837	1934.652355	nan	
1935.725735	840	1935.725735	nan	
1936.798939	841	1936.798939	nan	
1937.871968	840	1937.871968	nan	
1938.944822	839	1938.944822	nan	
1940.017501	841	1940.017501	nan	
1941.090005	839	1941.090005	nan	
1942.162333	839	1942.162333	nan	
1943.234487	839	1943.234487	nan	
1944.306466	839	1944.306466	nan	
1945.37827	839	1945.37827	nan	
1946.449898	839	1946.449898	nan	
1947.521352	839	1947.521352	nan	
1948.592632	838	1948.592632	nan	
1949.663736	840	1949.663736	nan	
1950.734666	840	1950.734666	nan	
1951.80542	838	1951.80542	nan	
1952.876	838	1952.876	nan	
1953.946406	838	1953.946406	nan	
1955.016637	838	1955.016637	nan	
1956.086693	836	1956.086693	nan	
1957.156574	839	1957.156574	nan	
1958.226281	839	1958.226281	nan	
1959.295814	838	1959.295814	nan	
1960.365172	839	1960.365172	nan	
1961.434355	839	1961.434355	nan	
1962.503364	840	1962.503364	nan	
1963.572199	840	1963.572199	nan	
1964.640859	838	1964.640859	nan	
1965.709345	839	1965.709345	nan	
1966.777656	839	1966.777656	nan	
1967.845794	838	1967.845794	nan	
1968.913757	837	1968.913757	nan	
1969.981546	839	1969.981546	nan	
1971.04916	839	1971.04916	nan	
1972.116601	839	1972.116601	nan	
1973.183867	837	1973.183867	nan	
1974.250959	839	1974.250959	nan	
1975.317877	839	1975.317877	nan	
1976.384621	839	1976.384621	nan	
1977.451192	838	1977.451192	nan	
1978.517588	838	1978.517588	nan	
1979.58381	839	1979.58381	nan	
1980.649858	839	1980.649858	nan	
1981.715733	841	1981.715733	nan	
1982.781433	839	1982.781433	nan	
1983.84696	840	1983.84696	nan	
1984.912313	839	1984.912313	nan	
1985.977492	839	1985.977492	nan	
1987.042497	839	1987.042497	nan	
1988.107329	839	1988.107329	nan	
1989.171987	836	1989.171987	nan	
1990.236472	840	1990.236472	nan	
1991.300783	841	1991.300783	nan	
1992.36492	841	1992.36492	nan	
1993.428884	838	1993.428884	nan	
1994.492674	840	1994.492674	nan	
1995.556291	837	1995.556291	nan	
1996.619734	839	1996.619734	nan	
1997.683004	839	1997.683004	nan	
1998.7461	840	1998.7461	nan	
1999.809024	839	1999.809024	nan	
2000.871773	839	2000.871773	nan	
2001.93435	840	2001.93435	nan	
2002.996753	839	2002.996753	nan	
2004.058983	839	2004.058983	nan	
2005.12104	838	2005.12104	nan	
2006.182924	839	2006.182924	nan	
2007.244634	841	2007.244634	nan	
2008.306172	840	2008.306172	nan	
2009.367536	839	2009.367536	nan	
2010.428727	840	2010.428727	nan	
2011.489746	839	2011.489746	nan	
